Experiments,Time,PC_OD,PJ_OD,BV_OD,BF_OD,BO_OD,BT_OD,BC_OD,BY_OD,BU_OD,DP_OD,BL_OD,BA_OD,BP_OD,CA_OD,EL_OD,FP_OD,CH_OD,AC_OD,BH_OD,CG_OD,ER_OD,RI_OD,CC_OD,DL_OD,DF_OD,Butyrate,Acetate,Lactate,Succinate
PC-PJ-BC-BY-BU-CA-EL-AC-BH-ER-RI,48,0.589384045,0.027184157,0,0,0,0,0.238616491,0.122394369,0.049903284,0,0,0,0,0.167176,0.060277914,0,0,0.470404111,0.001707218,0,0.150366473,0.000787947,0,0,0,50.72597656,7.53032864,1.71732777,27.0112431
BY-BU-BP-CA-EL-FP-AC-BH-CG-ER-RI,0,0,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0.0006,0.0006,0.0006,0.0006,0,0.0006,0.0006,0.0006,0.0006,0.0006,0,0,0,0,0,28,0
BY-BU-BP-CA-EL-FP-AC-BH-CG-ER-RI,16,0,0,0,0,0,0,0,0.595770218,0.367039524,0,0,0,0.396053393,0.198026696,0.034365942,0.00281688,0,0.42675739,0.00281688,0.126196245,0.36619446,0.008450641,0,0,0,51.88226152,15.20061032,2.50057184,11.54228089
BY-BU-BP-CA-EL-FP-AC-BH-CG-ER-RI,32,0,0,0,0,0,0,0,0.332010905,0.169087237,0,0,0,0.385633953,0.263184387,0.01520347,0.001643618,0,0.4750057,0.001849071,0.07437373,0.213875836,0.001232714,0,0,0,55.39724656,18.90451764,1.54067983,13.29784925
BY-BU-BP-CA-EL-FP-AC-BH-CG-ER-RI,48,0,0,0,0,0,0,0,0.225913334,0.075368452,0,0,0,0.182036413,0.117613189,0.033219725,0.000480054,0,0.439921333,0.000960108,0.059910718,0.118285264,0.001056118,0,0,0,55.9028504,16.84983128,1.0982512,12.80834491
PJ-BV-BF-BO-BU-DP-BL-CA-EL-FP-CH-AC,0,0,0.00055,0.00055,0.00055,0.00055,0,0,0,0.00055,0.00055,0.00055,0,0,0.00055,0.00055,0.00055,0.00055,0.00055,0,0,0,0,0,0,0,0,0,28,0
PJ-BV-BF-BO-BU-DP-BL-CA-EL-FP-CH-AC,16,0,0.036177855,0.085081589,0.413045661,0.548667167,0,0,0,0.201796075,0.03036031,0.041631803,0,0,0.128349576,0.000908991,0.003999562,0.24433687,0.198523707,0,0,0,0,0,0,0,16.26853992,32.2801242,24.43264494,18.76508063
PJ-BV-BF-BO-BU-DP-BL-CA-EL-FP-CH-AC,32,0,0.024794691,0.033324065,0.294759286,0.32570306,0,0,0,0.10989007,0.010909664,0.01924068,0,0,0.179513562,0.000595073,0.003570435,0.401277278,0.535763682,0,0,0,0,0,0,0,16.6114472,38.97706828,21.85873969,30.2689755
PJ-BV-BF-BO-BU-DP-BL-CA-EL-FP-CH-AC,48,0,0.018799455,0.029518443,0.382420497,0.590368857,0,0,0,0.081629213,0.005112133,0.014346953,0,0,0.062499943,0.000824538,0.003627965,0.22575837,0.513686869,0,0,0,0,0,0,0,19.3691828,38.198871,21.70924895,37.32141271
PC-BF-BO-BT-BC-BU-BP-CA-EL-AC-BH-RI,0,0.00055,0,0,0.00055,0.00055,0.00055,0.00055,0,0.00055,0,0,0,0.00055,0.00055,0.00055,0,0,0.00055,0.00055,0,0,0.00055,0,0,0,0,0,28,0
PC-BF-BO-BT-BC-BU-BP-CA-EL-AC-BH-RI,16,0.277457488,0,0,0.328214216,0.152648966,0.363630291,0.386167794,0,0.096778687,0,0,0,0.386925357,0.167610837,0.004545379,0,0,0.09753625,0.001325735,0,0,0.003030252,0,0,0,32.70559368,25.7946872,17.9159409,23.89721179
PC-BF-BO-BT-BC-BU-BP-CA-EL-AC-BH-RI,32,0.181956841,0,0,0.25246238,0.069410732,0.281584232,0.267789671,0,0.061528125,0,0,0,0.272606819,0.255089915,0.017516904,0,0,0.364132643,0.00175169,0,0,0.001532729,0,0,0,34.20733216,25.05580324,16.35761476,28.56132761
PC-BF-BO-BT-BC-BU-BP-CA-EL-AC-BH-RI,48,0.312124316,0,0,0.282823863,0.079210546,0.37345662,0.289031586,0,0.066546791,0,0,0,0.295487618,0.383637286,0.028307217,0,0,0.696009911,0.000744927,0,0,0.001738162,0,0,0,35.52039192,23.5581856,14.63822268,31.20273287
BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER,0,0,0,0,0.000507692,0,0.000507692,0.000507692,0.000507692,0,0,0.000507692,0.000507692,0.000507692,0,0.000507692,0.000507692,0,0.000507692,0.000507692,0.000507692,0.000507692,0,0,0,0,0,0,28,0
BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER,16,0,0,0,0.194487932,0,0.195311335,0.318327834,0.106219065,0,0,0.013503819,0.275510846,0.276663611,0,0.003622976,0.001646807,0,0.076411855,0,0.016468072,0.494206844,0,0,0,0,25.15776744,40.85513232,27.02687728,14.67063066
BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER,32,0,0,0,0.160983723,0,0.184481347,0.257640616,0.092490648,0,0,0.00933239,0.086657904,0.185481246,0,0.002333097,0.001333199,0,0.336632629,0.000666599,0.02716392,0.301636168,0,0,0,0,25.19941248,39.01400184,28.17841305,15.56591518
BF-BT-BC-BY-BL-BA-BP-EL-FP-AC-BH-CG-ER,48,0,0,0,0.175785488,0,0.229013991,0.273206791,0.111714142,0,0,0.010021416,0.0668642,0.137342681,0,0.002628568,0.000492857,0,0.532449315,0.000821428,0.029407105,0.281421067,0,0,0,0,25.38693488,35.23893812,29.98707144,18.37238235
PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF,0,0.000507692,0,0,0.000507692,0,0.000507692,0.000507692,0,0.000507692,0.000507692,0.000507692,0.000507692,0,0,0,0.000507692,0,0.000507692,0,0,0,0,0.000507692,0.000507692,0.000507692,0,0,28,0
PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF,16,0.070934991,0,0,0.21040311,0,0.194550821,0.322810251,0,0.062448412,0.009127076,0.009927696,0.180620021,0,0,0,0.001280993,0,0.017133282,0,0,0,0,0.008006207,0.408636785,0.170852449,15.21645808,42.478499,38.31999485,12.18822892
PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF,32,0.056822631,0,0,0.165048395,0,0.190175165,0.288218839,0,0.044834042,0.005747954,0.008047136,0.065362449,0,0,0,0.0018065,0,0.142056579,0,0,0,0,0.012152817,0.201506846,0.2090613,15.4167292,42.52387992,36.77518795,11.60643875
PC-BF-BT-BC-BU-DP-BL-BA-FP-AC-CC-DL-DF,48,0.076592229,0,0,0.189315685,0,0.276359095,0.309354967,0,0.0288154,0.003732565,0.007166524,0.036131227,0,0,0,0.00059721,0,0.40117606,0,0,0,0,0.008360945,0.15273655,0.257546968,18.0735496,41.45420932,38.48877388,15.54447142
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,0,0,0,0,0,0,0,0.0006,0,0.0006,0.0006,0,0.0006,0.0006,0.0006,0,0.0006,0,0,0,0.0006,0,0.0006,0.0006,0,0.0006,0,0,28,0
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,16,0,0,0,0,0,0,0.556296655,0,0.087174503,0.007375374,0,0.342048085,0.114499659,0.019103428,0,0.000725447,0,0,0,0.034216899,0,0.002780879,0.02115886,0,0.173865375,1.200972,56.57878976,50.41196817,8.68255116
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,32,0,0,0,0,0,0,0.611492976,0,0.068535121,0.008151022,0,0.140230843,0.285951149,0.019129949,0,0.00066539,0,0,0,0.049238825,0,0.002994253,0.023954023,0,0.177991699,1.59898552,61.22271804,53.18028484,8.81368684
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,48,0,0,0,0,0,0,0.899807605,0,0.054458603,0.003787289,0,0.04466389,0.097685934,0.003526097,0,0.000652981,0,0,0,0.08149201,0,0.000783577,0.036436331,0,0.312777825,1.55357368,60.35181256,55.17342669,11.23214938
PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,0,0.000388235,0.000388235,0.000388235,0,0.000388235,0,0.000388235,0.000388235,0,0.000388235,0.000388235,0.000388235,0.000388235,0.000388235,0.000388235,0,0,0.000388235,0.000388235,0.000388235,0.000388235,0.000388235,0,0,0,0,0,28,0
PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,16,0.13744321,0.013997284,0.029680988,0,0.155993827,0,0.379613086,0.105738519,0,0.006914321,0.017876049,0.305241975,0.196805185,0.050929877,0.003204198,0,0,0.05126716,0.000337284,0.025802222,0.335766173,0.00337284,0,0,0,16.58824488,43.654392,42.84282617,16.23109398
PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,32,0.138404663,0.018001958,0.055876207,0,0.131390914,0,0.331516575,0.102868331,0,0.006779958,0.006078583,0.102400748,0.217893828,0.038341832,0.001636542,0,0,0.248754327,0.00140275,0.030626708,0.314683576,0.003740667,0,0,0,15.81950816,45.79604204,40.88216166,14.85762643
PC-PJ-BV-BO-BC-BY-DP-BL-BA-BP-CA-EL-AC-BH-CG-ER-RI,48,0.136654501,0.013861137,0.048432442,0,0.091809647,0,0.328264332,0.114476682,0,0.002772227,0.003750661,0.090015853,0.082025315,0.014676498,0.002446083,0,0,0.612173026,0,0.0363651,0.190468326,0.001141505,0,0,0,17.87633864,38.78385068,37.33314969,17.95597831
PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,0,0.0004125,0.0004125,0.0004125,0,0.0004125,0,0,0.0004125,0.0004125,0.0004125,0.0004125,0,0,0.0004125,0.0004125,0.0004125,0.0004125,0,0.0004125,0.0004125,0,0,0.0004125,0.0004125,0,0,0,28,0
PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,16,0.11382052,0.015907743,0.018620692,0,0.243672099,0,0,0.133427738,0.080895191,0.006412424,0.010358531,0,0,0.035884909,0.001603106,0.000739895,0.125288893,0,0.001603106,0.030705644,0,0,0.025896326,0.492400147,0,0.61747424,42.6860582,34.35729933,17.38743592
PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,32,0.173950813,0.013778282,0.008037331,0,0.233465338,0,0,0.118454954,0.06391592,0.006697776,0.021050153,0,0,0.040760752,0.002105015,0.000574095,0.150412915,0,0.001339555,0.031001135,0,0,0.022963804,0.628060033,0,1.3321384,59.62972876,44.5750734,21.36786224
PC-PJ-BV-BO-BY-BU-DP-BL-CA-EL-FP-CH-BH-CG-CC-DL,48,0.216793057,0.020742071,0.014288982,0,0.510562245,0,0,0.187754157,0.056387705,0.00215103,0.037489373,0,0,0.016132722,0.00184374,0.00122916,0.179918263,0,0.001075515,0.053775741,0,0,0.019051977,0.540215725,0,1.3938088,55.51558076,44.14043577,25.24069653
BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,0,0,0,0.0006,0.0006,0,0,0,0,0,0,0.0006,0,0,0.0006,0,0.0006,0.0006,0.0006,0.0006,0,0.0006,0.0006,0,0,0.0006,0,0,28,0
BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,16,0,0,0.088653422,0.430435692,0,0,0,0,0,0,0.018897177,0,0,0.199703497,0,0.006532357,0.30958708,0.595611014,0.002332985,0,0.600043685,0.008632044,0,0,0.414571395,31.85940104,32.35661536,7.68118245,18.07217348
BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,32,0,0,0.011252305,0.252373129,0,0,0,0,0,0,0.006697801,0,0,0.131544805,0,0.005358241,0.721487087,0.662010617,0.001607472,0,0.191289187,0.00133956,0,0,0.249426097,34.5199824,39.41342328,1.02817301,24.08999451
BV-BF-BL-CA-FP-CH-AC-BH-ER-RI-DF,48,0,0,0.01200963,0.261209455,0,0,0,0,0,0,0.00331845,0,0,0.173191508,0,0.002844386,0.451783322,0.493026921,0.000790107,0,0.136056467,0.000790107,0,0,0.390312979,34.3107644,41.68957704,8.1419459,28.10430182
PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,0,0.00055,0.00055,0,0,0.00055,0.00055,0.00055,0,0,0,0.00055,0,0,0,0.00055,0.00055,0,0,0.00055,0.00055,0,0.00055,0,0.00055,0,0,0,28,0
PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,16,0.029069111,0.024350099,0,0,0.284650774,0.435847902,0.490777196,0,0,0,0.026237704,0,0,0,0.003397688,0.000943802,0,0,0.002076365,0.037374571,0,0.005285293,0,0.748623984,0,0.62834832,55.71169032,50.48829771,17.92295688
PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,32,0.03775142,0.030405198,0,0,0.197123633,0.392002586,0.459955143,0,0,0,0.036731112,0,0,0,0.003264988,0.00122437,0,0,0,0.047546383,0,0.003060926,0,0.394655389,0,1.54392016,58.67614632,61.19132123,19.09383594
PC-PJ-BO-BT-BC-BL-EL-FP-BH-CG-RI-DL,48,0.048812852,0.020498835,0,0,0.181414692,0.480825805,0.440981194,0,0,0,0.018064599,0,0,0,0.002306119,0.000256235,0,0,0.001409295,0.050222146,0,0.000512471,0,0.257260383,0,1.11365816,46.4308706,54.14852064,17.9202274
PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,0,0,0.0006,0.0006,0,0.0006,0,0.0006,0,0.0006,0.0006,0.0006,0,0,0,0.0006,0,0.0006,0,0,0.0006,0,0.0006,0,0,0,0,0,28,0
PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,16,0,0.025147127,0.050433188,0,0.362757722,0,0.705369956,0,0.134071697,0.023896717,0.049460647,0,0,0,0.003056557,0,0.110036046,0,0,0.052378269,0,0.007224589,0,0,0,1.55103328,50.4900162,38.12629946,22.69451016
PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,32,0,0.028247126,0.016615957,0,0.279978871,0,0.7294405,0,0.089103068,0.012046569,0.058986646,0,0,0,0.004777088,0,0.359320064,0,0,0.051301766,0,0.005815585,0,0,0,1.26793928,50.3943924,41.83427751,24.45972218
PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,48,0,0.022159395,0.021395278,0,0.303048832,0,0.713838171,0,0.058072898,0.011461756,0.039275618,0,0,0,0.00626576,0,0.442729433,0,0,0.04966761,0,0.00534882,0,0,0,1.4403536,48.3770336,43.95759584,26.80896375
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,0,0.0004125,0.0004125,0,0.0004125,0,0.0004125,0.0004125,0.0004125,0,0.0004125,0.0004125,0.0004125,0,0,0,0.0004125,0,0.0004125,0.0004125,0,0,0.0004125,0.0004125,0.0004125,0.0004125,0,0,28,0
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,16,0.02538762,0.014711801,0,0.161699613,0,0.1784945,0.34761511,0.085666945,0,0.009634276,0.010285241,0.243200384,0,0,0,0.002343473,0,0.012107942,0.000650965,0,0,0.002473666,0.011847556,0.367925207,0.231222635,14.65557864,41.53750092,35.6978967,9.82404307
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,32,0.0557399,0.017527277,0,0.116058998,0,0.167061795,0.26764626,0.068845882,0,0.005842426,0.014685016,0.105163663,0,0,0,0.002684358,0,0.107216407,0.00094742,0,0,0.002052744,0.009000494,0.145271126,0.192957953,15.33324056,44.41543452,37.11854845,12.4293732
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,48,0.047431858,0.012224706,0,0.125792222,0,0.191194397,0.27041049,0.065891164,0,0.004034153,0.009046282,0.033495694,0,0,0,0.001100224,0,0.228724244,0.000244494,0,0,0.000733482,0.0083128,0.13166008,0.236914797,15.81535592,44.52826036,37.91395019,13.1082371
PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,0,0.00044,0.00044,0.00044,0.00044,0,0.00044,0.00044,0,0,0.00044,0,0,0,0.00044,0.00044,0,0.00044,0.00044,0.00044,0.00044,0,0.00044,0,0,0.00044,0,0,28,0
PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,16,0.501511906,0.017587165,0.026103056,0.229003406,0,0.246960828,0.402468396,0,0,0.005924098,0,0,0,0.03239741,0.000370256,0,0.065535332,0.13717989,0.00092564,0.019253318,0,0.002036409,0,0,0.230669559,16.1066376,41.77171028,25.6849406,23.46888324
PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,32,0.408705521,0.009352529,0.014776996,0.118028917,0,0.176575749,0.240734099,0,0,0.005424467,0,0,0,0.048446101,0.000374101,0,0.132244761,0.475482579,0.000935253,0.022071969,0,0.001683455,0,0,0.364561584,17.4731392,44.76867128,24.86255603,31.22421056
PC-PJ-BV-BF-BT-BC-DP-CA-EL-CH-AC-BH-CG-RI-DF,48,0.299704794,0.008944223,0.00997061,0.127418525,0,0.246772587,0.269206459,0,0,0.003079159,0,0,0,0.014516035,0.001026386,0,0.086069821,0.463779972,0.000586506,0.028005683,0,0.001759519,0,0,0.390906547,18.21414176,35.3468232,27.83471494,34.20577915
BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,0,0,0,0,0.0006,0,0,0,0,0.0006,0.0006,0.0006,0.0006,0,0.0006,0.0006,0.0006,0,0.0006,0,0.0006,0,0.0006,0,0,0,0,0,28,0
BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,16,0,0,0,0.653899976,0,0,0,0,0.11885123,0.011346874,0.080446426,0.49548016,0,0.118996703,0.002327564,0.006837219,0,0.104740374,0,0.047715059,0,0.0048006,0,0,0,13.98745344,34.65300496,36.67985208,7.51790391
BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,32,0,0,0,0.355872727,0,0,0.015107804,0,0.11280494,0.008057496,0.011079057,0.19573,0,0.16400361,0.002014374,0.013429159,0,0.288223336,0,0.018465094,0,0.002517967,0,0.463473867,0,16.31855368,59.05753044,33.70580107,8.21950468
BF-BU-DP-BL-BA-CA-EL-FP-AC-CG-RI,48,0,0,0,0.558288585,0,0,0,0,0.339364011,0.008194211,0.008348818,0.226500354,0,0.10034043,0.043753993,0.012677835,0,0.633273344,0,0.139301583,0,0.002164508,0,0.040198015,0,41.7633344,35.171572,0.97149163,13.56303859
PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI,0,0.00055,0,0.00055,0.00055,0.00055,0,0.00055,0,0,0.00055,0.00055,0,0,0,0.00055,0,0.00055,0,0.00055,0.00055,0,0.00055,0,0,0,0,0,28,0
PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI,16,0.370977968,0,0.021804542,0.272180836,0.268271056,0,0.55067747,0,0,0.01172934,0.09067682,0,0,0,0.001654138,0,0.127970106,0,0.001654138,0.049022626,0,0.003007523,0,0,0,1.27063736,53.08532572,39.32979007,26.75868703
PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI,32,0.370961055,0,0.021348625,0.177675654,0.262611044,0,0.48665683,0,0,0.008493539,0.028235278,0,0,0,0.002754661,0,0.293830539,0,0.002525106,0.053256785,0,0.002754661,0,0,0,1.25717616,55.16469224,37.52224468,29.42929471
PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI,48,0.280777235,0,0.01368467,0.222818631,0.346946641,0,0.586508869,0,0,0.005956856,0.022056469,0,0,0,0.002414942,0,0.262584673,0,0.001770957,0.061178526,0,0.003058926,0,0,0,1.34362568,52.12638488,40.52766374,34.79907913
PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER,0,0.0006,0,0.0006,0.0006,0.0006,0,0,0,0,0,0,0,0,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0,0.0006,0,0,0,0,0,0,28,0
PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER,16,1.067542525,0,0.04997435,0.465590177,0.425158667,0,0,0,0,0,0,0,0,0.051983369,0.00100451,0.001757892,0.185080885,0.280760419,0.000753382,0,0.382467011,0,0,0,0,30.25104168,25.53095936,6.55218864,32.70966973
PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER,32,0.508427358,0,0.019241183,0.314551521,0.364327626,0,0,0,0,0,0,0,0,0.130923705,0.002300576,0.002718863,0.296565197,0.583300659,0.000836573,0,0.303676069,0,0,0,0,35.23263176,35.93382804,2.35295465,37.36627571
PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER,48,0.384194989,0,0.012239163,0.277293546,0.349963579,0,0,0,0,0,0,0,0,0.126598847,0.001912369,0.000764948,0.279970863,0.644085975,0.000956185,0,0.230058025,0,0,0,0,33.34001624,28.31363164,4.67256537,38.54482672
PJ-BV-BY-BA-EL-FP-CH-BH-ER-DL-DF,0,0,0.0006,0.0006,0,0,0,0,0.0006,0,0,0,0.0006,0,0,0.0006,0.0006,0.0006,0,0.0006,0,0.0006,0,0,0.0006,0.0006,0,0,28,0
PJ-BV-BY-BA-EL-FP-CH-BH-ER-DL-DF,16,0,0.016658687,0.036905399,0,0,0,0,0.199263528,0,0,0,0.190421609,0,0,0.001409581,0.000768862,0.225276709,0,0.002562875,0,0.233990484,0,0,0.346756982,0.189652747,2.52886536,55.3094636,45.11048947,11.92328463
PJ-BV-BY-BA-EL-FP-CH-BH-ER-DL-DF,32,0,0.024030352,0.072753962,0,0,0,0,0.256710449,0,0,0,0.169538276,0,0,0.003148805,0.00049718,0.195888799,0,0.002485898,0,0.258699167,0,0,0.444478646,0.216770346,4.44107992,63.91845028,46.82584136,13.4973765
PJ-BV-BY-BA-EL-FP-CH-BH-ER-DL-DF,48,0,0.019761815,0.025739154,0,0,0,0,0.305576214,0,0,0,0.064652852,0,0,0.005367407,0.000853906,0.213354411,0,0.001707811,0,0.310333688,0,0,0.254951812,0.286790291,6.31640904,47.64077368,36.45518561,13.3952095
PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF,0,0,0.0006,0.0006,0.0006,0,0,0,0,0.0006,0.0006,0.0006,0.0006,0,0,0.0006,0,0,0,0,0,0,0.0006,0,0.0006,0.0006,0,0,28,0
PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF,16,0,0.01932589,0.049588958,0.291374951,0,0,0,0,0.108628489,0.009025828,0.017733096,0.327903006,0,0,0.002548469,0,0,0,0,0,0,0.003822703,0,0.271624316,0.152801951,0.44615784,51.71203872,47.41433269,9.2209524
PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF,32,0,0.041861103,0.041372452,0.424474841,0,0,0,0,0.125257541,0.015311065,0.026387154,0.271364192,0,0,0.007329765,0,0,0,0,0,0,0.005863812,0,0.396295966,0.287326792,1.02643776,53.90689452,46.9528866,10.34284408
PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF,48,0,0.0258074,0.037530083,0.376788036,0,0,0,0,0.089757261,0.006386238,0.014697095,0.104016943,0,0,0.004549101,0,0,0,0,0,0,0.00227455,0,0.139884855,0.294554288,1.17102448,51.71130588,50.24453587,12.27343092
BV-BO-BC-BY-BL-BA-FP-AC-BH-CG-DL-DF,0,0,0,0.00055,0,0.00055,0,0.00055,0.00055,0,0,0.00055,0.00055,0,0,0,0.00055,0,0.00055,0.00055,0.00055,0,0,0,0.00055,0.00055,0,0,28,0
BV-BO-BC-BY-BL-BA-FP-AC-BH-CG-DL-DF,16,0,0,0.078014191,0,0.156028382,0,0.306267726,0.120191475,0,0,0.005099868,0.172154991,0,0,0,0.002205348,0,0.091935451,0.00096484,0.017918454,0,0,0,0.5354861,0.248101668,19.41169216,48.74993096,26.27989104,11.83862928
BV-BO-BC-BY-BL-BA-FP-AC-BH-CG-DL-DF,32,0,0,0.031364372,0,0.097835456,0,0.268022815,0.085182783,0,0,0.019068112,0.075381417,0,0,0,0.002494893,0,0.349106844,0.00053462,0.019246319,0,0,0,0.580775501,0.259290688,19.91755296,49.6916146,27.35828787,12.16559384
BV-BO-BC-BY-BL-BA-FP-AC-BH-CG-DL-DF,48,0,0,0.02322757,0,0.118620187,0,0.307809633,0.091669113,0,0,0.015603253,0.050887883,0,0,0,0.002127716,0,0.576079203,0.000709239,0.02890148,0,0,0,0.346463147,0.296461812,21.092888,51.06959808,27.35823222,13.66278525
PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF,0,0,0.0006,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0,0,0.0006,0,0.0006,0,0,28,0
PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF,16,0,0.043691266,0,0,0,0,0,0.504739823,0.387759983,0,0,0,0,0,0.002466442,0.004052013,0.188330496,0.686728038,0.002994966,0.031182879,0,0,0.104119105,0,0.608330404,38.002608,43.72336564,8.40138991,12.53650906
PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF,32,0,0.019615313,0,0,0,0,0,0.111669631,0.061943092,0,0,0,0,0,0.001892706,0.003097155,0.451668383,0.56695136,0.001720641,0.010495913,0,0,0.031831867,0,0.575038375,44.08083912,27.5001162,2.32491447,15.77692208
PJ-BY-BU-EL-FP-CH-AC-BH-CG-CC-DF,48,0,0.006866833,0,0,0,0,0,0.08628325,0.050605574,0,0,0,0,0,0.029109401,0.002239185,0.369465474,0.545166833,0.000447837,0.022690405,0,0,0.03358777,0,0.647572213,46.75032648,22.74484352,1.09821781,15.73613445
PC-PJ-BO-BT-BL-BP-CH-AC-BH-CG-CC-DF,0,0.00055,0.00055,0,0,0.00055,0.00055,0,0,0,0,0.00055,0,0.00055,0,0,0,0.00055,0.00055,0.00055,0.00055,0,0,0.00055,0,0.00055,0,0,28,0
PC-PJ-BO-BT-BL-BP-CH-AC-BH-CG-CC-DF,16,0.669887734,0.033146112,0,0,0.439065894,0.403517889,0,0,0,0,0.012970218,0,0.049959358,0,0,0,0.05236125,0.275256846,0.000480378,0.036748951,0,0,0.03074422,0,0.395351456,22.07985384,55.7077976,19.63488407,20.31873156
PC-PJ-BO-BT-BL-BP-CH-AC-BH-CG-CC-DF,32,0.19501642,0.016343392,0,0,0.268340827,0.261715128,0,0,0,0,0.007067413,0,0.024515088,0,0,0,0.085471523,0.852727518,0.00066257,0.027827938,0,0,0.035337064,0,0.433983313,24.87976008,41.31161284,17.94437063,21.61295748
PC-PJ-BO-BT-BL-BP-CH-AC-BH-CG-CC-DF,48,0.143427769,0.01271694,0,0,0.307782148,0.328547785,0,0,0,0,0.00531214,0,0.01722421,0,0,0,0.341586673,0.661441865,0.001287791,0.026882646,0,0,0.019316871,0,0.310518705,24.57851536,40.24458204,20.81031966,26.03988752
PJ-BO-BT-BU-BP-CA-EL-CH-AC-BH-RI,0,0,0.0006,0,0,0.0006,0.0006,0,0,0.0006,0,0,0,0.0006,0.0006,0.0006,0,0.0006,0.0006,0.0006,0,0,0.0006,0,0,0,0,0,28,0
PJ-BO-BT-BU-BP-CA-EL-CH-AC-BH-RI,16,0,0.038265579,0,0,0.767437447,0.685237314,0,0,0.240459009,0,0,0,0.227940023,0.118576054,0.001181036,0,0.116213981,0.274945272,0.001889658,0,0,0.003779316,0,0,0,30.08325264,56.47411972,17.66679214,27.04950106
PJ-BO-BT-BU-BP-CA-EL-CH-AC-BH-RI,32,0,0.026654293,0,0,0.471054045,0.437372712,0,0,0.158956509,0,0,0,0.095955454,0.197968701,0.005330859,0,0.376794774,0.439068894,0.000484624,0,0,0.001696182,0,0,0,40.28632248,21.75963864,2.62496443,28.49397279
