Experiments,Time,PC_OD,PJ_OD,BV_OD,BF_OD,BO_OD,BT_OD,BC_OD,BY_OD,BU_OD,DP_OD,BL_OD,BA_OD,BP_OD,CA_OD,EL_OD,FP_OD,CH_OD,AC_OD,BH_OD,CG_OD,ER_OD,RI_OD,CC_OD,DL_OD,DF_OD,Butyrate,Acetate,Lactate,Succinate
PJ-BO-BT-BU-BP-CA-EL-CH-AC-BH-RI,48,0,0.01429392,0,0,0.317146341,0.322889434,0,0,0.077085066,0,0,0,0.042371262,0.149703283,0.001659116,0,0.194244157,0.591410923,0.00089337,0,0,0.002424861,0,0,0,29.7185096,26.11947716,18.98429476,32.90851084
PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL,0,0.000507692,0.000507692,0,0.000507692,0,0,0,0,0.000507692,0.000507692,0,0.000507692,0,0.000507692,0,0.000507692,0.000507692,0.000507692,0,0,0,0.000507692,0.000507692,0.000507692,0,0,0,28,0
PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL,16,0.234724258,0.01835458,0,0.412375152,0,0,0,0,0.096060099,0.006162852,0,0.331454232,0,0.036843134,0,0.002143601,0.124730756,0.031082208,0,0,0,0.00187565,0.013129553,0.346191485,0,13.54771312,40.25249356,31.43729931,8.71148968
PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL,32,0.21358473,0.018061246,0,0.309561349,0,0,0,0,0.075605214,0.004830333,0,0.101016967,0,0.023311608,0,0.00189013,0.11613801,0.276589075,0,0,0,0.001260087,0.010920753,0.200353818,0,14.55722136,49.43749248,33.99626439,11.25567795
PC-PJ-BF-BU-DP-BA-CA-FP-CH-AC-RI-CC-DL,48,0.212199048,0.013053733,0,0.352349588,0,0,0,0,0.055857833,0.002023835,0,0.036530213,0,0.010017981,0,0.001011917,0.16888899,0.366820005,0,0,0,0.001517876,0.010321556,0.215335992,0,18.43259864,49.28660624,35.25383196,15.95044764
PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL,0,0,0.000471429,0.000471429,0,0.000471429,0.000471429,0,0.000471429,0.000471429,0.000471429,0.000471429,0,0,0.000471429,0,0,0,0,0.000471429,0.000471429,0.000471429,0,0.000471429,0.000471429,0,0,0,28,0
PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL,16,0,0.017905464,0.057349385,0,0.192937865,0.302057397,0,0.14025947,0.07006486,0.009471731,0.059684881,0,0,0.037497675,0,0,0,0,0.000908248,0.053846142,0.296088909,0,0.022057456,0.198127854,0,3.89192136,39.82677656,38.10007718,15.62483651
PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL,32,0,0.017040085,0.012780064,0,0.190033994,0.39081065,0,0.12113278,0.053157657,0.007593951,0.04185934,0,0,0.021485325,0,0,0,0,0.000926092,0.03852541,0.312092865,0,0.014447029,0.221150671,0,6.04357008,50.51825024,51.07398057,17.49398366
PJ-BV-BO-BT-BY-BU-DP-BL-CA-BH-CG-ER-CC-DL,48,0,0.014663063,0.009542628,0,0.184102899,0.491678097,0,0.143255796,0.036192163,0.003723952,0.022343715,0,0,0.009659002,0,0,0,0,0.000930988,0.043640068,0.350749771,0,0.012219219,0.119399225,0,7.67700056,48.29735104,48.24101715,19.39194869
BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF,0,0,0,0.0006,0.0006,0.0006,0,0,0.0006,0.0006,0.0006,0,0,0,0.0006,0.0006,0,0.0006,0,0,0,0,0.0006,0,0,0.0006,0,0,28,0
BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF,16,0,0,0.020134327,0.305522168,0.330982349,0,0,0.1741944,0.10677688,0.01039191,0,0,0,0.048322384,0.000909292,0,0.090669419,0,0,0,0,0.004936157,0,0,0.351376473,0.46527216,33.69138492,33.08148227,22.88228632
BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF,32,0,0,0.013909154,0.169952481,0.247322152,0,0,0.175603075,0.073023061,0.007823899,0,0,0,0.085193571,0.002173305,0,0.249060797,0,0,0,0,0.004781272,0,0,0.417274633,1.10605448,46.48639308,39.84736475,27.25804992
BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF,48,0,0,0.033497455,0.254556898,0.346377935,0,0,0.201816225,0.059273865,0.00783983,0,0,0,0.05535395,0.002969633,0,0.248142492,0,0,0,0,0.00380113,0,0,0.34851607,1.1603548,37.17692168,42.3134945,31.11002103
BF-BO-BT-BC-BU-CA-EL-AC-ER-RI-DF,0,0,0,0,0.0006,0.0006,0.0006,0.0006,0,0.0006,0,0,0,0,0.0006,0.0006,0,0,0.0006,0,0,0.0006,0.0006,0,0,0.0006,0,0,28,0
BF-BO-BT-BC-BU-CA-EL-AC-ER-RI-DF,16,0,0,0,0.285126075,0.166285527,0.388683865,0.416968372,0,0.059078123,0,0,0,0,0.139597726,0.005930622,0,0,0.405107127,0,0,0.263000292,0.003649614,0,0,0.473309284,40.9549616,17.47333628,9.50877297,19.21585576
BF-BO-BT-BC-BU-CA-EL-AC-ER-RI-DF,32,0,0,0,0.134208745,0.045185859,0.245936963,0.173549667,0,0.026976632,0,0,0,0,0.103860034,0.035968843,0,0,0.339231149,0,0,0.174673693,0.002922468,0,0,0.583594475,43.79219712,14.96073524,1.39819728,20.82460901
BF-BO-BT-BC-BU-CA-EL-AC-ER-RI-DF,48,0,0,0,0.102238258,0.020767146,0.217522543,0.123537895,0,0.02143276,0,0,0,0,0.099708926,0.016374096,0,0,0.303919195,0,0,0.120342949,0.001064982,0,0,0.574291462,45.66858328,14.6485848,0.92954637,22.79118804
PJ-BF-BC-BU-BA-BP-CA-EL-AC-BH-DL,0,0,0.0006,0,0.0006,0,0,0.0006,0,0.0006,0,0,0.0006,0.0006,0.0006,0.0006,0,0,0.0006,0.0006,0,0,0,0,0.0006,0,0,0,28,0
PJ-BF-BC-BU-BA-BP-CA-EL-AC-BH-DL,16,0,0.011810493,0,0.192361707,0,0,0.276528438,0,0.092990663,0,0,0.188832134,0.269876551,0.081315923,0.002307797,0,0,0.016154582,0.000543011,0,0,0,0,0.621069024,0,26.3964548,50.95697712,26.81351147,10.41799526
PJ-BF-BC-BU-BA-BP-CA-EL-AC-BH-DL,32,0,0.015016404,0,0.208352604,0,0,0.435241081,0,0.067573817,0,0,0.085171166,0.213514493,0.146644569,0.007508202,0,0,0.151571827,0.000938525,0,0,0,0,0.632331382,0,29.94350728,47.16309596,24.59648596,11.83518727
PJ-BF-BC-BU-BA-BP-CA-EL-AC-BH-DL,48,0,0.007472525,0,0.199623166,0,0,0.225853253,0,0.057645192,0,0,0.055357685,0.06298271,0.136945457,0.017080057,0,0,0.568216895,0.000457502,0,0,0,0,0.417546392,0,46.79209416,33.96676728,2.52611519,13.34134374
PC-PJ-BV-BF-DP-EL-FP-CH-AC-ER-CC-DF,0,0.00055,0.00055,0.00055,0.00055,0,0,0,0,0,0.00055,0,0,0,0,0.00055,0.00055,0.00055,0.00055,0,0,0.00055,0,0.00055,0,0.00055,0,0,28,0
PC-PJ-BV-BF-DP-EL-FP-CH-AC-ER-CC-DF,16,0.615415124,0.023284994,0.040384912,0.482981719,0,0,0,0,0,0.014553121,0,0,0,0,0.003092538,0.001273398,0.17791191,0.270506145,0,0,0.264502983,0,0.060941196,0,0.401848066,22.19800872,44.67109324,21.63353527,20.11522319
PC-PJ-BV-BF-DP-EL-FP-CH-AC-ER-CC-DF,32,0.320120432,0.0189701,0.015544943,0.300359911,0,0,0,0,0,0.007640735,0,0,0,0,0.003425157,0.000790421,0.212359727,0.43394103,0,0,0.188383629,0,0.037149779,0,0.363857051,23.09581528,41.6460558,20.58756013,27.06987791
PC-PJ-BV-BF-DP-EL-FP-CH-AC-ER-CC-DF,48,0.358778382,0.017739799,0.012490267,0.331806647,0,0,0,0,0,0.005792587,0,0,0,0,0.006697679,0.000905092,0.213239624,0.455442184,0,0,0.19712899,0,0.058287911,0,0.406024173,22.77205152,37.00995236,22.40004724,30.08703907
PC-PJ-BT-BC-BU-DP-BL-BP-CA-EL-RI-CC-DF,0,0.000507692,0.000507692,0,0,0,0.000507692,0.000507692,0,0.000507692,0.000507692,0.000507692,0,0.000507692,0.000507692,0.000507692,0,0,0,0,0,0,0.000507692,0.000507692,0,0.000507692,0,0,28,0
PC-PJ-BT-BC-BU-DP-BL-BP-CA-EL-RI-CC-DF,16,0.048128087,0.018926776,0,0,0,0.411792568,0.502235519,0,0.114101421,0.010139344,0.024875191,0,0.27646612,0.022306557,0.002298251,0,0,0,0,0,0,0.004596503,0.036501639,0,0.175613443,1.69484912,52.51124408,53.21587116,19.04229627
PC-PJ-BT-BC-BU-DP-BL-BP-CA-EL-RI-CC-DF,32,0.025301145,0.022843319,0,0,0,0.48028802,0.558070968,0,0.083999801,0.007662632,0.011566238,0,0.172770675,0.021686696,0.001301202,0,0,0,0,0,0,0.003469871,0.0413493,0,0.265155999,2.31262768,48.67140676,51.94740361,18.54030569
PC-PJ-BT-BC-BU-DP-BL-BP-CA-EL-RI-CC-DF,48,0.023836083,0.021849743,0,0,0,0.50943786,0.524160147,0,0.046270044,0.003037932,0.011567511,0,0.117194076,0.006075864,0.001752653,0,0,0,0,0,0,0.000817905,0.019629716,0,0.222470111,2.1926332,47.57351788,55.31453654,21.16312108
PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC,0,0.0006,0,0,0.0006,0,0.0006,0.0006,0,0.0006,0.0006,0.0006,0,0,0,0,0,0.0006,0,0.0006,0,0,0.0006,0.0006,0,0,0,0,28,0
PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC,16,0.223630713,0,0,0.227436341,0,0.224131454,0.380462642,0,0.077514632,0.007310812,0.059588121,0,0,0,0,0,0.073007967,0,0.001001481,0,0,0.002303406,0.029343394,0,0,1.39307296,48.2750664,44.61215856,21.51525039
PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC,32,0.242523038,0,0,0.215402182,0,0.343704692,0.467313208,0,0.086751968,0.007301769,0.040507432,0,0,0,0,0,0.190889101,0,0.002260071,0,0,0.00312933,0.039985877,0,0,1.64920368,54.72584716,54.49250813,25.41522868
PC-BF-BT-BC-BU-DP-BL-CH-BH-RI-CC,48,0.125542369,0,0,0.207002892,0,0.434910577,0.427184893,0,0.054193403,0.00340839,0.01363356,0,0,0,0,0,0.286645608,0,0.00113613,0,0,0.001704195,0.027948799,0,0,1.20387448,51.52303692,58.47495569,26.93569607
PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL,0,0.000507692,0.000507692,0.000507692,0,0,0.000507692,0.000507692,0,0,0,0,0.000507692,0,0.000507692,0,0,0.000507692,0.000507692,0,0,0.000507692,0.000507692,0.000507692,0.000507692,0,0,0,28,0
PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL,16,0.250194777,0.011749478,0.024051874,0,0,0.214531654,0.367827792,0,0,0,0,0.155784262,0,0.019213853,0,0,0.030548644,0.044648018,0,0,0.421737164,0.001244062,0.005114479,0.285028525,0,23.06659776,44.34198504,19.0064212,15.69509423
PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL,32,0.15661756,0.017906355,0.027490039,0,0,0.245140529,0.348795629,0,0,0,0,0.050188236,0,0.008574874,0,0,0.056493291,0.360144727,0,0,0.402262493,0.002774224,0.006052853,0.358631514,0,24.43172696,51.75863316,22.40645441,18.78295043
PC-PJ-BV-BT-BC-BA-CA-CH-AC-ER-RI-CC-DL,48,0.092571837,0.005503509,0.010019208,0,0,0.24342442,0.255842593,0,0,0,0,0.017216104,0,0.004797931,0,0,0.049390462,0.604539255,0,0,0.248504582,0.00127004,0.004515699,0.171314345,0,25.56062816,42.13534076,21.47216511,22.72741472
BF-BO-BC-BL-CA-EL-BH-CG-RI-CC-DL,0,0,0,0,0.0006,0.0006,0,0.0006,0,0,0,0.0006,0,0,0.0006,0.0006,0,0,0,0.0006,0.0006,0,0.0006,0.0006,0.0006,0,0,0,28,0
BF-BO-BC-BL-CA-EL-BH-CG-RI-CC-DL,16,0,0,0,0.377157813,0.275887667,0,0.465602189,0,0,0,0.022311497,0,0,0.030728408,0.001870425,0,0,0,0.002538434,0.039278922,0,0.002004027,0.01576501,0.48978411,0,0.9903232,49.95978676,44.20675573,16.65050648
BF-BO-BC-BL-CA-EL-BH-CG-RI-CC-DL,32,0,0,0,0.316463055,0.231128091,0,0.510803636,0,0,0,0.026082948,0,0,0.027741402,0.003769212,0,0,0,0.001055379,0.040104418,0,0.00195999,0.016735302,0.478991485,0,2.18375056,57.79141932,59.83380255,18.05984558
BF-BO-BC-BL-CA-EL-BH-CG-RI-CC-DL,48,0,0,0,0.404990661,0.226853821,0,0.640825138,0,0,0,0.020052697,0,0,0.0119332,0.003936726,0,0,0,0.002460454,0.057820659,0,0.003936726,0.014516676,0.331054031,0,1.97078912,56.472591,57.12771,19.83798493
BY-BU-DP-BL-CA-EL-CH-BH-CG-CC-DF,0,0,0,0,0,0,0,0,0.0006,0.0006,0.0006,0.0006,0,0,0.0006,0.0006,0,0.0006,0,0.0006,0.0006,0,0,0.0006,0,0.0006,0,0,28,0
BY-BU-DP-BL-CA-EL-CH-BH-CG-CC-DF,16,0,0,0,0,0,0,0,0.439765211,0.252160086,0.017313591,0.021641989,0,0,0.075437789,0.00333905,0,0.234104484,0,0.001978696,0.06542064,0,0,0.078158496,0,0.286292594,1.89456544,44.12949296,40.21879511,12.06313278
BY-BU-DP-BL-CA-EL-CH-BH-CG-CC-DF,32,0,0,0,0,0,0,0,0.420563986,0.238241925,0.014562465,0.032037423,0,0,0.104267249,0.003203742,0,0.258629376,0,0.001164997,0.0620361,0,0,0.06858921,0,0.262415617,3.09133912,52.83701904,47.23850837,14.60883282
BY-BU-DP-BL-CA-EL-CH-BH-CG-CC-DF,48,0,0,0,0,0,0,0,0.481842075,0.14896879,0.006519691,0.026201777,0,0,0.09754934,0.00688873,0,0.305441376,0,0.001968209,0.075899045,0,0,0.060891454,0,0.336194636,3.25874272,51.39519968,46.88506409,17.77479588
PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF,0,0,0.00055,0.00055,0.00055,0,0.00055,0.00055,0.00055,0,0.00055,0,0,0,0,0,0,0.00055,0.00055,0.00055,0,0,0,0.00055,0,0.00055,0,0,28,0
PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF,16,0,0.018954745,0.022217447,0.217668832,0,0.267075462,0.479772558,0.134858349,0,0.010720307,0,0,0,0,0,0,0.207414626,0.135635182,0.001087567,0,0,0,0.017711811,0,0.349885946,19.17968064,30.62998128,25.32123446,17.31927809
PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF,32,0,0.013282248,0.013693039,0.1131045,0,0.196221244,0.277420964,0.109407379,0,0.005888007,0,0,0,0,0,0,0.110639753,0.382857362,0.000273861,0,0,0,0.015473134,0,0.192524124,18.96491464,34.70632892,28.10689167,19.40495142
PJ-BV-BF-BT-BC-BY-DP-CH-AC-BH-CC-DF,48,0,0.006794664,0.009292703,0.108714629,0,0.207337183,0.197944559,0.086032441,0,0.001998431,0,0,0,0,0,0,0.184754916,0.322646633,0.000299765,0,0,0,0.013289564,0,0.219127924,19.29709384,31.326526,29.43884845,22.09970595
PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF,0,0.000471429,0.000471429,0,0.000471429,0,0.000471429,0.000471429,0,0.000471429,0.000471429,0.000471429,0,0,0,0,0,0.000471429,0.000471429,0.000471429,0.000471429,0,0.000471429,0,0,0.000471429,0,0,28,0
PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF,16,0.53940379,0.020692037,0,0.252693668,0,0.232628662,0.36665663,0,0.076027561,0.007837893,0.010502777,0,0,0,0,0,0.092800652,0.093741199,0.001254063,0.036054307,0,0.001881094,0,0,0.317434663,17.3061152,42.03031612,25.89670369,19.86752665
PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF,32,0.469387454,0.012050772,0,0.117741971,0,0.175822742,0.238249692,0,0.044252016,0.006124163,0.003160858,0,0,0,0,0,0.127817207,0.383649173,0.000790215,0.020940686,0,0.002568197,0,0,0.320827115,18.10319344,45.18682348,24.79163196,29.05299216
PC-PJ-BF-BT-BC-BU-DP-BL-CH-AC-BH-CG-RI-DF,48,0.339876543,0.007830489,0,0.110793089,0,0.182933551,0.207091443,0,0.032488199,0.004165154,0.00216588,0,0,0,0,0,0.230916122,0.419847495,0.000666425,0.019992738,0,0.000833031,0,0,0.274233721,18.41040664,42.94501864,25.06092231,31.0136636
PJ-BV-BO-BT-BC-BY-BP-CA-EL-FP-AC-BH-CG,0,0,0.000507692,0.000507692,0,0.000507692,0.000507692,0.000507692,0.000507692,0,0,0,0,0.000507692,0.000507692,0.000507692,0.000507692,0,0.000507692,0.000507692,0.000507692,0,0,0,0,0,0,0,28,0
PJ-BV-BO-BT-BC-BY-BP-CA-EL-FP-AC-BH-CG,16,0,0.021880267,0.06548109,0,0.181749951,0.389053498,0.485997452,0.160508524,0,0,0,0,0.558665491,0.145815207,0.004471879,0.00047913,0,0.120261611,0.00095826,0.036413874,0,0,0,0,0,27.6256872,38.64036376,19.94689136,26.23714146
PJ-BV-BO-BT-BC-BY-BP-CA-EL-FP-AC-BH-CG,32,0,0.016761192,0.042363451,0,0.08693717,0.263758531,0.372061615,0.146061812,0,0,0,0,0.346275167,0.229131015,0.008841068,0.002026078,0,0.331171675,0.000920945,0.021365915,0,0,0,0,0,28.31971864,30.10306144,18.35188816,27.24849297
PJ-BV-BO-BT-BC-BY-BP-CA-EL-FP-AC-BH-CG,48,0,0.011548719,0.020958786,0,0.051612793,0.243093402,0.238530945,0.098235398,0,0,0,0,0.190054841,0.310104486,0.008697183,0.003279266,0,0.520120076,0.000855461,0.022241977,0,0,0,0,0,31.56232608,26.84050504,14.07963024,31.26035732
PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF,0,0,0.0006,0,0,0,0,0.0006,0,0,0,0,0,0.0006,0,0.0006,0.0006,0,0.0006,0.0006,0,0.0006,0.0006,0.0006,0,0.0006,0,0,28,0
PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF,16,0,0.03816385,0,0,0,0,0.835887445,0,0,0,0,0,0.155629207,0,0.003469441,0.000495634,0,0.321914554,0.001486903,0,0.435414836,0.002725989,0.083018765,0,0.464657267,36.42101336,32.9392862,23.6212902,8.04930049
PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF,32,0,0.031598928,0,0,0,0,0.377524032,0,0,0,0,0,0.070908599,0,0.003628585,0.000755955,0,0.786949374,0.000907146,0,0.197001928,0.001058337,0.066524059,0,0.371022817,37.68227232,24.35392376,20.18353371,7.34536986
PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF,48,0,0.02240653,0,0,0,0,0.297446682,0,0,0,0,0,0.037306872,0,0.004033175,0.000224065,0,0.482300553,0.000560163,0,0.115729726,0.001232359,0.043804766,0,0.413064376,43.73560752,19.1224942,15.12762733,8.62438006
BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF,0,0,0,0.00055,0,0.00055,0,0.00055,0,0.00055,0.00055,0,0,0.00055,0,0.00055,0.00055,0,0.00055,0,0,0,0.00055,0,0.00055,0.00055,0,0,28,0
BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF,16,0,0,0.026314899,0,0.161782924,0,0.445742165,0,0.043768658,0.004699089,0,0,0.181653358,0,0.003893531,0.00013426,0,0.032356585,0,0,0,0.001611116,0,0.258584159,0.286778694,16.23735432,41.22649308,42.43175075,13.71224011
BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF,32,0,0,0.076665507,0,0.128527467,0,0.416740575,0,0.052271936,0.010044411,0,0,0.136317011,0,0.00409976,0.000204988,0,0.306252051,0,0,0,0.001434916,0,0.250905295,0.265254454,15.86196496,42.51488096,45.65597819,13.72554444
BV-BO-BC-BU-DP-BP-EL-FP-AC-RI-DL-DF,48,0,0,0.030022259,0,0.088923071,0,0.284496642,0,0.020300765,0.003145189,0,0,0.028592627,0,0.003431115,9.53E-05,0,0.463677106,0,0,0,0.000953088,0,0.129048058,0.16726687,17.12129088,41.64904232,46.12810166,15.3458829
PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF,0,0.00055,0,0,0.00055,0.00055,0,0,0,0.00055,0,0,0.00055,0.00055,0.00055,0,0.00055,0,0,0,0.00055,0,0,0.00055,0.00055,0.00055,0,0,28,0
PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF,16,0.024847546,0,0,0.318677911,0.233935845,0,0,0,0.064777226,0,0,0.1877129,0.059786016,0.011067466,0,0.00119355,0,0,0,0.036674543,0,0,0.014214098,0.19628476,0.115991381,0.41472696,54.95272024,47.06975531,12.03608303
PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF,32,0.028952329,0,0,0.396607248,0.323433211,0,0,0,0.064250374,0,0,0.067423232,0.144761646,0.008527056,0,0.000396607,0,0,0,0.031926883,0,0,0.014872772,0.252440513,0.123344854,1.63867416,65.2522112,52.73987816,11.26604922
PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF,48,0.034804144,0,0,0.4375,0.340763007,0,0,0,0.054786751,0,0,0.026599365,0.097531004,0.003308379,0,0.000926346,0,0,0,0.062329855,0,0,0.00926346,0.157346491,0.229336812,1.41900256,62.52077468,59.88472601,16.39035763
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,0,0,0,0,0,0,0,0.0006,0,0.0006,0,0.0006,0,0,0.0006,0.0006,0.0006,0,0.0006,0,0,0.0006,0.0006,0.0006,0.0006,0,0,0,28,0
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,16,0,0,0,0,0,0,0.341841121,0,0.072999529,0,0.008330701,0,0,0.032475612,0.002117975,0.000423595,0,0.120865758,0,0,0.497159267,0.00084719,0.016379005,0.603763995,0,37.06220448,31.8131948,14.47690446,6.76492558
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,32,0,0,0,0,0,0,0.223361386,0,0.067694509,0,0.009300372,0,0,0.088277299,0.011129953,0.001372186,0,0.580129743,0,0,0.246841013,0.001372186,0.012197209,0.207047619,0,44.18220984,29.59939548,6.48711895,8.74292394
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,48,0,0,0,0,0,0,0.184252297,0,0.026445624,0,0.008020394,0,0,0.082154848,0.021459973,0.001083837,0,0.552865276,0,0,0.278654504,0.000433535,0.01755816,0.297079734,0,49.125764,25.67435172,3.18149782,7.94510523
PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF,0,0.000347368,0.000347368,0.000347368,0.000347368,0,0,0.000347368,0.000347368,0.000347368,0.000347368,0.000347368,0.000347368,0.000347368,0.000347368,0,0.000347368,0,0,0.000347368,0,0.000347368,0.000347368,0.000347368,0.000347368,0.000347368,0,0,28,0
PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF,16,0.017562728,0.012169449,0.038997554,0.213241944,0,0,0.322905278,0.117822397,0.060985537,0.00525499,0.009818533,0.150735226,0.073293275,0.01382892,0,0.000691446,0,0,0.000829735,0,0.061676983,0.002074338,0.008159063,0.099706512,0.089887979,0.92889808,50.68101952,46.16085354,12.37388257
PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF,32,0.015809461,0.017734091,0.042204388,0.241541074,0,0,0.331173846,0.120151906,0.048390699,0.004399154,0.012235148,0.05265238,0.092519717,0.0072861,0,0.000687368,0,0,0.001512209,0,0.066949632,0.000549894,0.007423573,0.074510679,0.117402435,2.07398192,59.4970138,51.12721907,13.67614613
PC-PJ-BV-BF-BC-BY-BU-DP-BL-BA-BP-CA-FP-BH-ER-RI-CC-DL-DF,48,0.016844742,0.011879976,0.013121168,0.206481076,0,0,0.348686162,0.1193317,0.031295758,0.002127757,0.005585362,0.016756086,0.030409192,0.00257104,0,0.000177313,0,0,0.000886565,0,0.076953875,0.000886565,0.005319392,0.049381691,0.146637913,2.2748896,57.86552284,50.62089682,15.90120013
PC-PJ-BV-BO-BC-BY-BU-BP-EL-FP-AC-BH-CG-ER,0,0.000471429,0.000471429,0.000471429,0,0.000471429,0,0.000471429,0.000471429,0.000471429,0,0,0,0.000471429,0,0.000471429,0.000471429,0,0.000471429,0.000471429,0.000471429,0.000471429,0,0,0,0,0,0,28,0
PC-PJ-BV-BO-BC-BY-BU-BP-EL-FP-AC-BH-CG-ER,16,0.325571939,0.023452216,0.096765025,0,0.15884442,0,0.543342515,0.130465268,0.051240136,0,0,0,0.163574279,0,0.001379542,0.00078831,0,0.199836529,0,0.032714856,0.460964143,0,0,0,0,27.34492336,39.02568,19.65877647,24.68229167
PC-PJ-BV-BO-BC-BY-BU-BP-EL-FP-AC-BH-CG-ER,32,0.081640618,0.019221213,0.049935523,0,0.120677515,0,0.42623536,0.14227661,0.046963171,0,0,0,0.092539244,0,0.002576039,0.000396314,0,0.67888533,0.000396314,0.025958546,0.254037067,0,0,0,0,28.9304308,29.442812,16.89358733,26.87886709
PC-PJ-BV-BO-BC-BY-BU-BP-EL-FP-AC-BH-CG-ER,48,0.13226124,0.014436453,0.048704801,0,0.077723529,0,0.364556891,0.137948327,0.02960202,0,0,0,0.072036442,0,0.004083037,0.000291646,0,0.614059627,0.000583291,0.043455181,0.183445027,0,0,0,0,32.80726808,25.28251872,14.04004825,28.29793656
PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF,0,0.0006,0,0.0006,0.0006,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0006,0.0006,0.0006,0.0006,0,0,0.0006,0,0,0,0.0006,0,0,28,0
PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF,16,0.787667417,0,0.041749156,0.399293213,0,0,0,0.166568429,0.095701912,0,0,0,0,0,0.000642295,0.000642295,0.091848144,0.231440195,0,0,0.223090364,0,0,0,0.434833521,28.76135112,35.59840008,12.28203507,30.72382223
PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF,32,0.304693046,0,0.011196695,0.237751102,0,0,0,0.146748175,0.0838561,0,0,0,0,0,0.000238228,0.000714683,0.160327146,0.578416509,0,0,0.157706643,0,0,0,0.461446779,27.62634128,32.68439184,11.42920624,32.95573009
PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF,48,0.344178566,0,0.011241413,0.287493145,0,0,0,0.160249923,0.072710413,0,0,0,0,0,0.004066043,0.000956716,0.17053462,0.3881875,0,0,0.14446411,0,0,0,0.486011707,28.42469848,30.0191946,10.64239686,35.99038782
PC-BF-BO-BT-BC-BY-DP-BL-BP-CA-FP-CH-AC-BH-ER-RI-DL-DF,0,0.000366667,0,0,0.000366667,0.000366667,0.000366667,0.000366667,0.000366667,0,0.000366667,0.000366667,0,0.000366667,0.000366667,0,0.000366667,0.000366667,0.000366667,0.000366667,0,0.000366667,0.000366667,0,0.000366667,0.000366667,0,0,28,0
PC-BF-BO-BT-BC-BY-DP-BL-BP-CA-FP-CH-AC-BH-ER-RI-DL-DF,16,0.13153105,0,0,0.148796148,0.138779756,0.134298738,0.26530261,0.077890632,0,0.006062553,0.006721527,0,0.078022427,0.031367124,0,0.001054357,0.029390205,0.015947151,0.000395384,0,0.223391914,0.002108714,0,0.339107608,0.116638256,19.5605888,45.50596348,32.41479527,15.30427718
