Experiments,Time,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,volume,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,feed
Richness_5_5,104.0,0.15829234863285518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21704581820796465,0.0,0.1320716196765758,0.060589569929907744,0.0,0.0,0.0,0.0,0.08622281774809194,0.0,0.0,0.0,9.879961625803075,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_5,130.0,0.14113413218879564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20167557091497573,0.0,0.1074469130226089,0.04553566491750771,0.0,0.0,0.0,0.0,0.07078315506954536,0.0,0.0,0.0,9.999961625803074,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_6,0.0,0.0,0.0,0.010161397966300965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010385048556760283,0.0,0.0,0.011057668616442574,0.0,0.01016165584357658,0.0,0.0,0.009992252384783143,7.000000000000001,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_6,26.0,0.0,0.0,0.09934776683753115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05582409428480233,0.0,0.0,0.0623062041034927,0.0,0.08807617053978663,0.0,0.0,0.11268338533467552,8.079951630739455,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_6,52.0,0.0,0.0,0.25753161764100263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07656730234489503,0.0,0.0,0.14468504955609743,0.0,0.19153597579854692,0.0,0.0,0.2543856788808143,8.919951630739455,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_6,78.0,0.0,0.0,0.2441667113512653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05926686216501197,0.0,0.0,0.14378396238027866,0.0,0.18123503797508894,0.0,0.0,0.257005137330225,9.519951630739452,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_6,104.0,0.0,0.0,0.19688144733793456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04589242774719771,0.0,0.0,0.11213322836804249,0.0,0.13883891560590644,0.0,0.0,0.21361771617944783,9.879951630739452,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_6,130.0,0.0,0.0,0.17410553139432805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038908179533650916,0.0,0.0,0.09935805745168871,0.0,0.11179931812851086,0.0,0.0,0.17170835763842107,9.999951630739451,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_7,0.0,0.0,0.010566127106155296,0.0,0.0,0.008812184296259013,0.0,0.0,0.0,0.00941830312212245,0.009390475598674822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010090949604569797,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_7,26.0,0.0,0.12354366807892797,0.0,0.0,0.06493146727750237,0.0,0.0,0.0,0.07533552090487908,0.09139964626254067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06470416489816498,0.0,8.079961487007091,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_7,52.0,0.0,0.24464882502606478,0.0,0.0,0.11297105382034338,0.0,0.0,0.0,0.16409452198713753,0.19846289958741353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1085043696630624,0.0,8.91996148700709,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_7,78.0,0.0,0.23409661491353875,0.0,0.0,0.1043541107135653,0.0,0.0,0.0,0.14793666511409015,0.20993529077060047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08995222238164108,0.0,9.519961487007087,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_7,104.0,0.0,0.16598585941369715,0.0,0.0,0.08533002950027807,0.0,0.0,0.0,0.12187422717550996,0.181972922940523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09210511327192186,0.0,9.879961487007085,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_7,130.0,0.0,0.13877566425662508,0.0,0.0,0.055518987411117444,0.0,0.0,0.0,0.10087798903133076,0.16870678641246492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07774818305284277,0.0,9.999961487007086,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_8,0.0,0.010421549220692678,0.0,0.0,0.0104153612772122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009901900061007541,0.0,0.0,0.0,0.0,0.010748110439011973,0.0,0.00903338699287283,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_8,26.0,0.1432179760156409,0.0,0.0,0.12395392614640882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050729414905155604,0.0,0.0,0.0,0.0,0.07560420653833892,0.0,0.0686487533470223,0.0,8.07996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_8,52.0,0.32498823876703276,0.0,0.0,0.27810366954377586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06752675636423638,0.0,0.0,0.0,0.0,0.1301519371411579,0.0,0.09702651779453422,0.0,8.91996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_8,78.0,0.3319888939494861,0.0,0.0,0.22573688141366996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057612652683473056,0.0,0.0,0.0,0.0,0.12429584783352836,0.0,0.08733918344393614,0.0,9.519961857668509,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_8,104.0,0.27942908227010327,0.0,0.0,0.1932034345893067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04688825699215846,0.0,0.0,0.0,0.0,0.09864296978376924,0.0,0.06610147951548184,0.0,9.87996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_8,130.0,0.22686581837978947,0.0,0.0,0.16127587919258723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03231020516921222,0.0,0.0,0.0,0.0,0.08032403727779944,0.0,0.05782194618467834,0.0,9.99996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_9,0.0,0.0,0.0,0.0,0.0,0.010530893875241752,0.0,0.009018251944748817,0.0,0.009783746229421502,0.0,0.008855924479100429,0.0,0.0,0.0,0.009574776977310847,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_9,26.0,0.0,0.0,0.0,0.0,0.06825990167115008,0.0,0.09658177244113347,0.0,0.0864772933986272,0.0,0.10858176040852414,0.0,0.0,0.0,0.0658294164530532,0.0,0.0,0.0,0.0,0.0,8.07995617403721,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_9,52.0,0.0,0.0,0.0,0.0,0.1281915702779543,0.0,0.17803369722778897,0.0,0.24903799853432093,0.0,0.2477417635344606,0.0,0.0,0.0,0.09250826054870954,0.0,0.0,0.0,0.0,0.0,8.919956174037212,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_9,78.0,0.0,0.0,0.0,0.0,0.12236183525235995,0.0,0.16722792390620217,0.0,0.27656451974583407,0.0,0.23061572533330618,0.0,0.0,0.0,0.08306362032504609,0.0,0.0,0.0,0.0,0.0,9.519956174037212,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_9,104.0,0.0,0.0,0.0,0.0,0.100557139800171,0.0,0.11838138901767327,0.0,0.1980617668252419,0.0,0.21395259246035,0.0,0.0,0.0,0.07380818522490877,0.0,0.0,0.0,0.0,0.0,9.879956174037211,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_9,130.0,0.0,0.0,0.0,0.0,0.07813278325689625,0.0,0.10701461684277767,0.0,0.17104888314224465,0.0,0.20159500580902126,0.0,0.0,0.0,0.04913638789335211,0.0,0.0,0.0,0.0,0.0,9.99995617403721,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_10,0.0,0.0,0.0,0.010198396965116896,0.009528136547480075,0.010043220297065888,0.0,0.0,0.0,0.0,0.010435421231266674,0.0,0.010335956113349642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_10,26.0,0.0,0.0,0.11120314955823501,0.11833750766876774,0.06843672192894021,0.0,0.0,0.0,0.0,0.0844657868339201,0.0,0.05586007682426157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.079961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_10,52.0,0.0,0.0,0.2583440528996447,0.24624499937460573,0.1066017879326789,0.0,0.0,0.0,0.0,0.14069810290793835,0.0,0.09331961751848511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.919961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_10,78.0,0.0,0.0,0.2863393680560196,0.2105306156038166,0.10095570451842091,0.0,0.0,0.0,0.0,0.13161253112697768,0.0,0.09175373529478642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.51996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_10,104.0,0.0,0.0,0.2424581364872811,0.17451833424419363,0.07886713576801871,0.0,0.0,0.0,0.0,0.11839949816200154,0.0,0.09131148924898273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.879961857668512,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_10,130.0,0.0,0.0,0.1813857706229597,0.12309929976645545,0.06510579018267469,0.0,0.0,0.0,0.0,0.10034266801055204,0.0,0.07935161815067496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_11,0.0,0.0,0.0,0.0,0.0,0.010174395474736345,0.0,0.0,0.01018672188972834,0.009608325189698359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008929305506539276,0.0,0.009714246057754151,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_11,26.0,0.0,0.0,0.0,0.0,0.0749507248728183,0.0,0.0,0.09070156572691329,0.08188285907515937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08968606142541839,0.0,0.0662187753964635,0.0,8.07994349986326,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_11,52.0,0.0,0.0,0.0,0.0,0.16911698609091774,0.0,0.0,0.20126645704631416,0.17900744249031741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975337154495287,0.0,0.10738820625902884,0.0,8.919943499863258,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_11,78.0,0.0,0.0,0.0,0.0,0.17853359962554158,0.0,0.0,0.1670059360110519,0.14244355628209873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16250578259609144,0.0,0.10067829638603036,0.0,9.51994349986326,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_11,104.0,0.0,0.0,0.0,0.0,0.16999028426547919,0.0,0.0,0.14202183790969172,0.11927834287354391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363731474581659,0.0,0.07239381055362777,0.0,9.87994349986326,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_11,130.0,0.0,0.0,0.0,0.0,0.13548207006466803,0.0,0.0,0.1202852293990454,0.10852014355789982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113367002916608,0.0,0.059491768298133456,0.0,9.999943499863258,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_12,0.0,0.0,0.0,0.010222553643757345,0.0,0.010521729922109185,0.0,0.0,0.010272145890797517,0.0,0.0,0.0,0.0,0.0,0.0,0.009746487220662618,0.0,0.0,0.0,0.0,0.009133716368399061,7.000000000000001,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_12,26.0,0.0,0.0,0.11464229284641998,0.0,0.07192343459961258,0.0,0.0,0.08685191203979764,0.0,0.0,0.0,0.0,0.0,0.0,0.06565955492474194,0.0,0.0,0.0,0.0,0.1056665953906676,8.079951630739455,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_12,52.0,0.0,0.0,0.2647840489760699,0.0,0.11212112678804025,0.0,0.0,0.17805493554001167,0.0,0.0,0.0,0.0,0.0,0.0,0.13594183635029755,0.0,0.0,0.0,0.0,0.20654429153076814,8.919951630739456,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_12,78.0,0.0,0.0,0.2474786187193768,0.0,0.10005796211866218,0.0,0.0,0.1593630023519326,0.0,0.0,0.0,0.0,0.0,0.0,0.10827195313624936,0.0,0.0,0.0,0.0,0.19959136830386992,9.519951630739454,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_12,104.0,0.0,0.0,0.22563132110833278,0.0,0.08244416909432051,0.0,0.0,0.14541220504179528,0.0,0.0,0.0,0.0,0.0,0.0,0.09018896022181479,0.0,0.0,0.0,0.0,0.16377328661492424,9.879951630739452,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_12,130.0,0.0,0.0,0.19402789638358794,0.0,0.06492137000685327,0.0,0.0,0.1144518290756652,0.0,0.0,0.0,0.0,0.0,0.0,0.07971031091848646,0.0,0.0,0.0,0.0,0.133424680894327,9.999951630739453,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_13,0.0,0.009876741762702989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009304762368567141,0.0,0.010079485603852713,0.0,0.0,0.0,0.0,0.0,0.0,0.0102027487817898,0.009538385960503685,7.000000000000001,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_13,26.0,0.13050118628624593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08927437828629664,0.0,0.05640234651783248,0.0,0.0,0.0,0.0,0.0,0.0,0.06093835458373319,0.10047647187768621,8.07996162580307,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_5_13,52.0,0.33183853269749214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17805163853780923,0.0,0.08820137231092229,0.0,0.0,0.0,0.0,0.0,0.0,0.09413720427172476,0.17105725927563858,8.919961625803074,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
