Experiments,Time,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,volume,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,feed
Richness_10_52,104.0,0.0,0.0,0.06772035890950652,0.0,0.0,0.06628826854786406,0.0,0.0,0.05859632180740201,0.08138007835297824,0.10980593634799331,0.0329057791736858,0.0,0.0,0.04778789515170305,0.05736222394471276,0.0609260665642797,0.06022211747013859,0.0,0.0,9.879956174037217,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_52,130.0,0.0,0.0,0.0551213371377792,0.0,0.0,0.05118567532745444,0.0,0.0,0.04594109033444254,0.06912834551423915,0.0908262576503744,0.0262711365442946,0.0,0.0,0.04251758660255784,0.04097212485997679,0.048764488503740086,0.04857564654999709,0.0,0.0,9.999956174037218,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_53,0.0,0.0,0.0,0.00934032594848491,0.009924388684913538,0.0,0.00999546462779466,0.010249615090871736,0.0,0.0,0.01005389111678125,0.0,0.0,0.009938124360557214,0.0,0.010097269286067818,0.0,0.010202800479530514,0.01082821780772264,0.010962080181649785,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_53,26.0,0.0,0.0,0.07203968269705195,0.08581112719420977,0.0,0.059119869726697714,0.08135644670065685,0.0,0.0,0.059544970451738746,0.0,0.0,0.051362469876539536,0.0,0.05115118044822685,0.0,0.05639703231130717,0.0669937485798893,0.050541990053406476,0.0,8.079961857668508,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_53,52.0,0.0,0.0,0.12364075695423886,0.11597697425340721,0.0,0.07770432796710178,0.12275225645739513,0.0,0.0,0.08257426002145213,0.0,0.0,0.0729279542365559,0.0,0.08820860520388875,0.0,0.0861644856554751,0.08170752606573832,0.05500663499357702,0.0,8.919961857668508,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_53,78.0,0.0,0.0,0.10253739129917608,0.09863618172497937,0.0,0.06497051265662734,0.1158694371522576,0.0,0.0,0.06764216588409915,0.0,0.0,0.05471830849694034,0.0,0.08193601455464807,0.0,0.08054421836161837,0.06480572643265796,0.045876068764916116,0.0,9.519961857668507,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_53,104.0,0.0,0.0,0.09246818744716914,0.0818270605731437,0.0,0.05383565079661947,0.10134913450504837,0.0,0.0,0.060349329003171706,0.0,0.0,0.048126492941241376,0.0,0.07607150222996355,0.0,0.06242053853508862,0.05756516742057078,0.03448581730033391,0.0,9.879961857668505,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_53,130.0,0.0,0.0,0.07331989156900445,0.06409512100578046,0.0,0.04527639997326501,0.08305329585449811,0.0,0.0,0.04674478994520392,0.0,0.0,0.036563028377606825,0.0,0.07012864617097507,0.0,0.04937538789480275,0.04995836456602798,0.02737202622232641,0.0,9.999961857668506,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_54,0.0,0.00966666959588873,0.0,0.009904248534024216,0.0,0.010314570478553744,0.0,0.0,0.010260063856462411,0.009483373306748822,0.01058945000577336,0.0,0.009406441669542848,0.0,0.009322982218814418,0.0,0.0,0.0,0.0,0.0101737280501505,0.010182387239076472,7.000000000000001,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_54,26.0,0.09557491471100164,0.0,0.07826716280779303,0.0,0.047172169975193606,0.0,0.0,0.07108858660921451,0.06122183013746829,0.06533841007762899,0.0,0.04287577856151792,0.0,0.051853500335562956,0.0,0.0,0.0,0.0,0.04847470173736035,0.07150170022682387,8.07996162580307,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_54,52.0,0.17427084819488756,0.0,0.14577991942995502,0.0,0.06188795474609171,0.0,0.0,0.08668870844538874,0.10030103519746696,0.08103584152947227,0.0,0.05526628778687335,0.0,0.0750390977559827,0.0,0.0,0.0,0.0,0.05633110339647231,0.104067615960948,8.919961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_54,78.0,0.1514516433014271,0.0,0.11402665678358648,0.0,0.04854394946080427,0.0,0.0,0.07105802598559546,0.09451944699186951,0.07556211731076948,0.0,0.047297786635992524,0.0,0.05454924285256229,0.0,0.0,0.0,0.0,0.04741340719042929,0.0858302992397987,9.519961625803074,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_54,104.0,0.13344304574823795,0.0,0.09720676016061275,0.0,0.035289210705178015,0.0,0.0,0.0655762562182423,0.07607078756028716,0.059363913053420064,0.0,0.03817101458600376,0.0,0.04811075169925173,0.0,0.0,0.0,0.0,0.03521816968486037,0.07511443443794688,9.879961625803077,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_54,130.0,0.11206724087404668,0.0,0.07965050705799889,0.0,0.02922288971408202,0.0,0.0,0.051412707806808684,0.0626288534900951,0.04671755315057234,0.0,0.028910740627653867,0.0,0.034381974459482115,0.0,0.0,0.0,0.0,0.028129760982629842,0.057709921982655156,9.999961625803076,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_55,0.0,0.00956751865971615,0.0,0.009899927239523005,0.0,0.0,0.010050820863764133,0.0,0.0,0.009852546509250402,0.0098239578810134,0.01017514007492348,0.009375946094462613,0.0,0.0,0.0,0.010688263534888469,0.009427581933514234,0.0,0.0,0.010151527985133177,7.000000000000001,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_55,26.0,0.09640940295339645,0.0,0.07407294208877199,0.0,0.0,0.05343676915829266,0.0,0.0,0.05991534874271622,0.06470061751325994,0.074525064902243,0.047488316486471435,0.0,0.0,0.0,0.05499443093187457,0.052664581916205516,0.0,0.0,0.07100762537477974,8.079961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_55,52.0,0.13851851433284756,0.0,0.09572379596462162,0.0,0.0,0.08807274803016471,0.0,0.0,0.09399904343556409,0.10608922195955119,0.10870835656312547,0.0537367731842384,0.0,0.0,0.0,0.07037451774136119,0.07859269341023825,0.0,0.0,0.0982656600804592,8.919961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_55,78.0,0.12048147782583109,0.0,0.07594751717232452,0.0,0.0,0.07694453658103169,0.0,0.0,0.08065332095881704,0.09384493214553667,0.08500482696590612,0.04386340923980399,0.0,0.0,0.0,0.05470152606921847,0.0712158228114421,0.0,0.0,0.08240247339325969,9.519961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_55,104.0,0.09639650617069875,0.0,0.07116818173177766,0.0,0.0,0.05879303234937418,0.0,0.0,0.06335916409523272,0.07962560530207853,0.06581614709055812,0.035160064007570824,0.0,0.0,0.0,0.04383356656800735,0.0579892288024142,0.0,0.0,0.06942096536319299,9.879961625803071,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_55,130.0,0.07696483562761139,0.0,0.05609732282616899,0.0,0.0,0.04861097828432306,0.0,0.0,0.056548631898084456,0.061310213332657626,0.05694987996039113,0.0264422322947528,0.0,0.0,0.0,0.03551818035441278,0.0528851167022179,0.0,0.0,0.04918179970651173,9.99996162580307,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_56,0.0,0.010467658011448607,0.009329577257131997,0.009428434614779883,0.01013808957803696,0.009836688730690525,0.0,0.0,0.0,0.0,0.009634849534845436,0.010026189770417547,0.01058763753937328,0.0,0.0,0.009803525866665932,0.00949676251010201,0.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_56,26.0,0.08515134712119118,0.0878141404906574,0.07196389039827257,0.10284256083497152,0.04953376775225764,0.0,0.0,0.0,0.0,0.07554048344489796,0.06982827993121998,0.04357046159918205,0.0,0.0,0.05021481871392331,0.0533885002292267,0.0,0.0,0.0,0.0,8.07996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_56,52.0,0.12187922534677004,0.13585819005337268,0.09212948384165459,0.14942796921755758,0.05599843566093145,0.0,0.0,0.0,0.0,0.1058115687501619,0.08988624142400067,0.061572867476067036,0.0,0.0,0.05937166125284689,0.0566401707881215,0.0,0.0,0.0,0.0,8.919961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_56,78.0,0.10165064999982745,0.11906770848538843,0.08000681112476968,0.14009933959898382,0.046486519834070636,0.0,0.0,0.0,0.0,0.09028496028240184,0.0782260796910665,0.056211688977106974,0.0,0.0,0.051491317506781834,0.047787096632896445,0.0,0.0,0.0,0.0,9.519961857668513,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_56,104.0,0.0851965459006491,0.09256662531460853,0.06072624591063015,0.10848992287080321,0.032514073518550034,0.0,0.0,0.0,0.0,0.07030386114047003,0.056470048945488974,0.04333960341926226,0.0,0.0,0.04443016835716992,0.03635045803177341,0.0,0.0,0.0,0.0,9.879961857668512,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_56,130.0,0.06193599329713972,0.07617926336660381,0.049466931268787935,0.0958201759994784,0.02513516301773522,0.0,0.0,0.0,0.0,0.057623955038194494,0.05019710316998837,0.038087175196690415,0.0,0.0,0.034987940331409555,0.026012539935120493,0.0,0.0,0.0,0.0,9.999961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_57,0.0,0.0,0.009817880095561319,0.0,0.009506372756871086,0.0,0.010825576373582784,0.0,0.0,0.010162990139235826,0.0108865186325833,0.00971823424642003,0.0,0.0,0.009555131723448004,0.01001070632549071,0.0,0.0,0.009640342412652735,0.010393385061681732,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_57,26.0,0.0,0.0915333368400933,0.0,0.0892241862124433,0.0,0.05956201969483231,0.0,0.0,0.058603830003923774,0.06006311308234836,0.08212988423698836,0.0,0.0,0.05329104295054706,0.04963206465044346,0.0,0.0,0.07086253114150055,0.05193282615422509,0.0,8.07996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_57,52.0,0.0,0.13981034905822418,0.0,0.13883552128998775,0.0,0.07984671631619836,0.0,0.0,0.06999125876350433,0.09996392374082179,0.1224176008035659,0.0,0.0,0.06344025040733725,0.07331710750665214,0.0,0.0,0.09031073421839265,0.051278703817054135,0.0,8.919961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_57,78.0,0.0,0.12881710598654214,0.0,0.11910399006940704,0.0,0.06396279223949553,0.0,0.0,0.05989022231747233,0.07744870339166328,0.12048810315977407,0.0,0.0,0.057323197678629034,0.06065245746515026,0.0,0.0,0.0672037521440117,0.04499251534042846,0.0,9.519961857668513,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_57,104.0,0.0,0.10267556510765412,0.0,0.09499862826833763,0.0,0.045326986327836355,0.0,0.0,0.04733504677358753,0.06003639559065642,0.10005214696884004,0.0,0.0,0.052661074822997915,0.05062346835088757,0.0,0.0,0.0505357723133464,0.031227645987890858,0.0,9.879961857668512,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_57,130.0,0.0,0.08115300881458164,0.0,0.07674753465168628,0.0,0.042111725569484,0.0,0.0,0.040412159498832374,0.04345872860134762,0.07916636570528128,0.0,0.0,0.038741484361758845,0.04057048645558454,0.0,0.0,0.04573596448091971,0.027270790958571385,0.0,9.999961857668513,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_58,0.0,0.009121623919505805,0.0,0.010024925903322855,0.010224183054905168,0.0,0.010085173517587101,0.009877961323749561,0.009871469180759025,0.0,0.010348238787458924,0.0,0.0,0.009878147666540193,0.0,0.0,0.0,0.009895909476552323,0.0,0.010039791037485042,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_58,26.0,0.09069936512256396,0.0,0.06717963171507728,0.08231651963372769,0.0,0.05225872526511615,0.07174867085060237,0.04780769323335576,0.0,0.06258967040384336,0.0,0.0,0.05378728410770859,0.0,0.0,0.0,0.058043379466371406,0.0,0.045849377211411226,0.0,8.07996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_58,52.0,0.17188351609966754,0.0,0.11509591995802143,0.10936458452448398,0.0,0.07242507984674953,0.12852515151050908,0.05991434560533283,0.0,0.07717146194660145,0.0,0.0,0.0611556561538729,0.0,0.0,0.0,0.08405188389671925,0.0,0.05639415750767426,0.0,8.919961857668513,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_58,78.0,0.15930133283075668,0.0,0.09940717029051754,0.10147879062847848,0.0,0.06635307295182861,0.1031760228459106,0.05009776451249207,0.0,0.06381469802646726,0.0,0.0,0.054067868299488606,0.0,0.0,0.0,0.07158518203085486,0.0,0.05130168695218205,0.0,9.519961857668513,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_58,104.0,0.13209056443048248,0.0,0.08284238383058581,0.07814086338949021,0.0,0.05337629044438623,0.08614366530302661,0.03800843449927487,0.0,0.052321694202870986,0.0,0.0,0.042523850249045675,0.0,0.0,0.0,0.052901240696173184,0.0,0.03456356709494951,0.0,9.879961857668512,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_58,130.0,0.11820043285588107,0.0,0.05739971087088078,0.06350140243162573,0.0,0.04149154341305525,0.0691643132910813,0.03123245530321658,0.0,0.04058339397574471,0.0,0.0,0.03384389995850481,0.0,0.0,0.0,0.045068693076164755,0.0,0.029452490400379158,0.0,9.999961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_59,0.0,0.0,0.009190206079638398,0.00969761828123736,0.0,0.010045492466978534,0.0,0.010641785118881184,0.010956119281424523,0.0,0.0,0.0,0.0,0.008888631398380727,0.010137428735313871,0.010691462885613453,0.0,0.01126371573518636,0.008963967369527138,0.0,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_59,26.0,0.0,0.08817744773618807,0.06472456289597817,0.0,0.054975205729920984,0.0,0.07553277858423844,0.062071774989946024,0.0,0.0,0.0,0.0,0.05908942767232283,0.04928375858868449,0.056380035717943894,0.0,0.06513540429445802,0.06480566022927015,0.0,0.0,8.07996148700709,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_59,52.0,0.0,0.11417482729325444,0.0980578210834819,0.0,0.07534796800470846,0.0,0.11416574642315694,0.0832422421959157,0.0,0.0,0.0,0.0,0.07624341974303143,0.07741255419354914,0.1111143022718256,0.0,0.07544653026847689,0.0911887049713985,0.0,0.0,8.919961487007091,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_59,78.0,0.0,0.09833377576139019,0.08657557665844608,0.0,0.0754509031038379,0.0,0.10848256809190628,0.07839541942284256,0.0,0.0,0.0,0.0,0.07351672473793294,0.06663926629456922,0.09465593421894516,0.0,0.06828255169195188,0.07420974879116972,0.0,0.0,9.51996148700709,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_59,104.0,0.0,0.07714044469344776,0.06091291606771221,0.0,0.05185459769933683,0.0,0.08199339309573249,0.058393993021683736,0.0,0.0,0.0,0.0,0.05729750407583147,0.0524574232351414,0.08796346958642186,0.0,0.05174099362764343,0.06121407798477742,0.0,0.0,9.879961487007089,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_59,130.0,0.0,0.06523430000695378,0.053914615284442025,0.0,0.04333806493740584,0.0,0.06935788034881937,0.047114988785204544,0.0,0.0,0.0,0.0,0.04651307570725123,0.041861661499201994,0.07829773926421046,0.0,0.04478860081787953,0.046670965169184925,0.0,0.0,9.999961487007088,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_60,0.0,0.009543556666497085,0.009827243760572162,0.0,0.0,0.0,0.008992905610950331,0.0,0.0,0.0,0.0,0.010059569485301238,0.009907551364021909,0.009671051116805914,0.0,0.0,0.008989335335580396,0.009891930053950301,0.010139205497006814,0.009816102111569148,0.0,7.000000000000001,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_60,26.0,0.09940252315053451,0.08466699228386587,0.0,0.0,0.0,0.06298738283679994,0.0,0.0,0.0,0.0,0.08706136834687982,0.04424861811142466,0.05706300481060545,0.0,0.0,0.054204542982287995,0.060266036300445844,0.06251915848416556,0.04812312317599504,0.0,8.079961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_60,52.0,0.12765693356741117,0.10169693761030224,0.0,0.0,0.0,0.12550820317863404,0.0,0.0,0.0,0.0,0.10989847543404077,0.06180325723604071,0.06514746698794882,0.0,0.0,0.06237017021180588,0.0666509734649411,0.08427775394731991,0.06373015822658536,0.0,8.919961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_60,78.0,0.1041892964065237,0.08655993633045778,0.0,0.0,0.0,0.11764932057324065,0.0,0.0,0.0,0.0,0.10066621088931686,0.05713502607760087,0.0579007903572621,0.0,0.0,0.06333696858501113,0.058073020918410406,0.0817522839159864,0.06400903547799815,0.0,9.519961625803075,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_60,104.0,0.09761956053153999,0.07169740843565461,0.0,0.0,0.0,0.11820645540009962,0.0,0.0,0.0,0.0,0.08239142619368867,0.040262004736682594,0.04640085151506951,0.0,0.0,0.049870884592017446,0.046090559305576415,0.0709288364471687,0.044876188277848644,0.0,9.879961625803071,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_60,130.0,0.07462100325812991,0.047904986642680496,0.0,0.0,0.0,0.10172278601113302,0.0,0.0,0.0,0.0,0.06387360673483083,0.03477957015355475,0.039074272392645396,0.0,0.0,0.045696449458069444,0.03744641519124422,0.05489705011753948,0.03814052924542788,0.0,9.999961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_61,0.0,0.010184921564991048,0.0,0.009797428474203831,0.0,0.0,0.0,0.009973571460178392,0.0,0.0,0.009635441322622907,0.009708543835499545,0.009480381241283753,0.00929480149160743,0.010528219269915816,0.0,0.0,0.0,0.010227388662759202,0.01047896961539876,0.0,7.000000000000001,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_61,26.0,0.08686439656860903,0.0,0.07976153715804192,0.0,0.0,0.0,0.07036242272618787,0.0,0.0,0.07414187470117908,0.07798255738584796,0.044138030545325495,0.055074024495551106,0.05383749965030377,0.0,0.0,0.0,0.060037497207887064,0.044551018402308004,0.0,8.07996162580307,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_61,52.0,0.14169308443538978,0.0,0.11343234609278564,0.0,0.0,0.0,0.11038474252905289,0.0,0.0,0.11513286442203073,0.10937885170862202,0.049366863692066366,0.0715745008486116,0.06909209434659204,0.0,0.0,0.0,0.09497729673577396,0.055740522565635595,0.0,8.919961625803069,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_61,78.0,0.11588162578358327,0.0,0.10591011992701324,0.0,0.0,0.0,0.09695271487895978,0.0,0.0,0.10035463108951873,0.0953019129812041,0.04090225475777318,0.06440743390412108,0.05430369901893078,0.0,0.0,0.0,0.09431680904697547,0.04606129770871575,0.0,9.519961625803072,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_61,104.0,0.1061017687778945,0.0,0.08945416628505479,0.0,0.0,0.0,0.0720885175885175,0.0,0.0,0.08639563542370794,0.06670510787707493,0.03462048529272799,0.04476576248884818,0.04716623673327352,0.0,0.0,0.0,0.07443801543178098,0.03670344607075016,0.0,9.879961625803075,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_61,130.0,0.08195872996081457,0.0,0.073129727724162,0.0,0.0,0.0,0.05839026681187716,0.0,0.0,0.07586360939194009,0.06081150160745033,0.022710321662888173,0.03838763142754316,0.03457444630938635,0.0,0.0,0.0,0.05935182492773583,0.031075092228224337,0.0,9.999961625803074,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_62,0.0,0.0,0.00990194031532661,0.010037420895214462,0.0,0.01045849265629503,0.010171809852280826,0.00974140145506055,0.009743618596251915,0.010036885292680897,0.0,0.01006255815066052,0.0,0.011045029110061517,0.0,0.0,0.010057950670602308,0.0,0.0,0.0,0.0,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_62,26.0,0.0,0.09011248563314504,0.06975607530392747,0.0,0.04613584271989099,0.056337048546075595,0.07437708048635973,0.059292826118558836,0.07269817014158543,0.0,0.07672820752889745,0.0,0.06333636034709804,0.0,0.0,0.057190107380905464,0.0,0.0,0.0,0.0,8.079961487007088,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_62,52.0,0.0,0.10037631826576794,0.09166079332037874,0.0,0.061336565317788146,0.08574763576329832,0.1057239920724944,0.08146887093958162,0.10575154164635706,0.0,0.13020716632174675,0.0,0.08836476837011262,0.0,0.0,0.06566827777213945,0.0,0.0,0.0,0.0,8.91996148700709,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_62,78.0,0.0,0.09128545653291187,0.07842441187136938,0.0,0.040985222030754886,0.08244013515422405,0.09424168704673774,0.07530441346667374,0.09706158556625309,0.0,0.12652925171714408,0.0,0.07035193110050732,0.0,0.0,0.05562069964139456,0.0,0.0,0.0,0.0,9.51996148700709,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_62,104.0,0.0,0.06840988023060858,0.058308814103207415,0.0,0.03819493225318393,0.05809939533312877,0.0854165576330627,0.06306258540835123,0.07860755827441314,0.0,0.10441401704769925,0.0,0.060747392391415106,0.0,0.0,0.049281483449584204,0.0,0.0,0.0,0.0,9.87996148700709,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_62,130.0,0.0,0.05694557980881593,0.04721158527191664,0.0,0.027797165021880104,0.048074597529391486,0.061867317286334655,0.04667246072236766,0.06329446090929151,0.0,0.08526349430837095,0.0,0.04812036756573632,0.0,0.0,0.0357711667919718,0.0,0.0,0.0,0.0,9.999961487007093,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_63,0.0,0.0,0.009168021185952927,0.0,0.009995943645525956,0.0,0.010257170204891477,0.009781627404052641,0.009213444238258352,0.0,0.010610644914171428,0.0,0.0,0.010008821184223707,0.01106197701419463,0.0,0.0,0.0,0.0,0.010543468245983853,0.009170629691795072,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_63,26.0,0.0,0.0920620350928735,0.0,0.09307836766315378,0.0,0.05958089925410017,0.07323454740101316,0.05904074133077318,0.0,0.0646173348101942,0.0,0.0,0.055025368658727807,0.04799925389943105,0.0,0.0,0.0,0.0,0.04769390657409081,0.07444478171127802,8.07996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_63,52.0,0.0,0.1523250035249142,0.0,0.12846469725121423,0.0,0.07977110168288998,0.09609288181812171,0.07522443597295989,0.0,0.07840475719892108,0.0,0.0,0.07449144603156066,0.06360902081792587,0.0,0.0,0.0,0.0,0.057070635515643675,0.11544940435802734,8.919961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_63,78.0,0.0,0.13258907625520447,0.0,0.11563604478913551,0.0,0.05948864737709902,0.09082547478779175,0.062369717447662495,0.0,0.0658786104905152,0.0,0.0,0.05871459142278631,0.05785676083032353,0.0,0.0,0.0,0.0,0.047415777864090264,0.10576679042357999,9.519961857668513,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_63,104.0,0.0,0.10580698485529053,0.0,0.08044271824910641,0.0,0.04757681190671132,0.07515548668508856,0.04718979540070368,0.0,0.055433201406094514,0.0,0.0,0.048976752064282134,0.04226992408424617,0.0,0.0,0.0,0.0,0.03693102461762499,0.08204868672085494,9.879961857668512,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_63,130.0,0.0,0.08081220938865184,0.0,0.07236245131621592,0.0,0.037727860988084755,0.05789493663123894,0.04020843519813347,0.0,0.04777312274997177,0.0,0.0,0.03672625932645361,0.037118669945721536,0.0,0.0,0.0,0.0,0.02680870063480484,0.08451561735615962,9.999961857668511,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_64,0.0,0.010521827146035915,0.0,0.009466975517621181,0.00864736872519079,0.010052040247839225,0.0,0.0,0.0,0.010733806289002031,0.0,0.010540639828988663,0.009779340640351013,0.00897406720244653,0.009856103102768948,0.0,0.0,0.0,0.0,0.0,0.011027201758625383,7.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_64,26.0,0.08890614211940996,0.0,0.07851353364481216,0.09657221816535003,0.04917020047671516,0.0,0.0,0.0,0.06413652772615878,0.0,0.0783564031349892,0.040367536623660896,0.054087967003597595,0.051068020873149086,0.0,0.0,0.0,0.0,0.0,0.06713081946179619,8.07996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Richness_10_64,52.0,0.13879403102216475,0.0,0.10265447077219432,0.14413590480980473,0.05342474303384817,0.0,0.0,0.0,0.10252063996231928,0.0,0.09719878710690377,0.04620358037688978,0.07601483719802206,0.05633499471797351,0.0,0.0,0.0,0.0,0.0,0.08438122783052328,8.91996185766851,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
