Trial,DTL 0,DTL 1,DTL 2,DTL 3,DTL 4,DTL 5
0,0.0956999400434809,0.02570612020896377,0.03119449664325476,0.016697359853223508,0.029366864787363885,0.012278500936907423
1,0.027550997292440073,0.05884928747656144,0.021622622020322044,0.014851047535978077,0.0063517117847126225,0.017107069800590735
2,0.02077971070175292,0.01873933896341756,0.01690280778239089,0.01411287355655716,0.004729503172494232,0.003217124264856352
3,0.028895598344579464,0.019090768312853716,0.02672351280022698,0.018667570760616536,0.013382991794024482,0.03502232054544566
4,0.03918165588097407,0.06422229830964783,0.05434307125509305,0.008047237033642294,0.011722650570738458,0.004398862019029045
5,0.020172181552603155,0.0134523599899333,0.024308200451733604,0.010687342053350347,0.006694177037780918,0.004801793342671232
6,0.015469016961999302,0.02252159816876205,0.007473641801534955,0.009689268875961332,0.006930206472611795,0.008945312070472076
7,0.042926193367670645,0.014859009536283795,0.015816896259886123,0.011578193125529292,0.0057024410052483165,0.004863902744170124
8,0.029978091834165804,0.01837571221809418,0.008393143897361368,0.012247917916447984,0.009448266095611146,0.010366259569181208
9,0.04373343319343197,0.018132829567409976,0.028653533241399416,0.013918451530728746,0.007046434001805309,0.006470163762753692
10,0.016400434099139133,0.017908190316024687,0.019144758367952142,0.01580961669235085,0.020161797035920533,0.00714831634291392
11,0.0869776206621456,0.022039628494874987,0.015756016454356845,0.0056931386334515225,0.007555139388956859,0.003966572218967462
12,0.18656902053543178,0.04862496585652497,0.029385081139965803,0.03769992571280621,0.017992706567918182,0.01455202528674565
13,0.038034753606036725,0.021454400033797973,0.012888825999376647,0.012891481607340112,0.015808846121877728,0.004049371802781721
14,0.03058230559762036,0.020239591227271446,0.014631337288812992,0.005020925450191616,0.00613817488036396,0.006235969163627564
15,0.05186296186445796,0.026339213155568142,0.010530927425851063,0.015017350259473199,0.005590692215789452,0.007421923071882994
16,0.038344203917092104,0.01726125719378566,0.011205563345699384,0.012050117779484774,0.011611471620275482,0.021358639568712947
17,0.017027544581728636,0.014278231766501523,0.012902103378161084,0.006360137591003677,0.00483678402589917,0.005775297477253332
18,0.05684849635938918,0.029697494355290684,0.014720709013173293,0.012532877627948686,0.02135567702832235,0.005874395099044571
19,0.027405543147951877,0.019629578416751784,0.010109542258905549,0.011262048561977774,0.010637171691078001,0.005833170105632095
20,0.022574050412867815,0.011487605735570042,0.015852540627201386,0.00583391697821707,0.004415163442590687,0.004507315484905371
21,0.020403593750984914,0.013805123569671451,0.010555565393706487,0.03493678509588819,0.009783249554725076,0.006790157811792338
22,0.020591845349819938,0.01932196964380463,0.013810444070452815,0.008574133834400628,0.00885109471600724,0.009198808243263914
23,0.046227822990037665,0.04108750271940764,0.01958325924986497,0.006970596826893185,0.009892095488630272,0.005520942977188086
24,0.042220221931105105,0.015374416605103053,0.057755168287078176,0.0165711701437001,0.006058610636667127,0.012043024756079485
25,0.03818321069163942,0.030826213028393952,0.007255122029756866,0.0059484366667904125,0.004093401315124673,0.0036223280066616194
26,0.03332371877365904,0.010756854027042096,0.009980722819809551,0.008348263915295251,0.0078023031014311265,0.0053869319781495555
27,0.12084520245393413,0.027378599125789105,0.02366942188327096,0.007829438505726549,0.007948693322641658,0.009171669005875517
28,0.03495873229183212,0.012615915947773289,0.017023329603930482,0.005548901489861037,0.009755422821996438,0.011666874754114489
29,0.09417574015847525,0.02401533507114295,0.009212134763033362,0.008286724855257003,0.01090182231100163,0.005767515924941217
