Trial,DTL 0,DTL 1,DTL 2,DTL 3,DTL 4,DTL 5
0,0.17324583891461542,0.6535478387827942,0.7733176439936702,0.8611245706245542,0.9043019305390735,0.9128371830007037
1,0.18983284848324727,0.6336213854240179,0.816800083898485,0.8576301049814519,0.8974363826092017,0.9096925135578308
2,0.12222157978503535,0.6249215006076574,0.7638468897066685,0.7971417102213569,0.8703360031652135,0.8851823363722864
3,0.2000566610360474,0.49071421447508773,0.8374312394466468,0.869148660684189,0.8991915970068888,0.9115495408070367
4,0.346534927133093,0.43089708910415336,0.7565611723730103,0.8155956865212636,0.8655262402115204,0.8895616648672102
5,0.04620238345141794,0.32421589174532117,0.5962415196672669,0.8450693060019604,0.8751356515170279,0.9047729061642277
6,0.06255055648625908,0.5362998717194142,0.7746173663284783,0.8988048761419261,0.9156818780301448,0.9229410418871064
7,0.20145690805774655,0.5659706485353049,0.7462089644663832,0.7804600985687427,0.8590159142003553,0.8927672242193265
8,0.12083415184860927,0.422401797690869,0.7413440999254998,0.8742276174818223,0.8617978929053104,0.8684526965841
9,0.5378406807481518,0.6666383739055599,0.7885059893321271,0.8741100673093497,0.8915305767758059,0.9043751034218284
10,0.09824299913945911,0.6241782158504223,0.8432438098568115,0.8815545517398139,0.9301724459079762,0.9367292371792514
11,0.49213364112591784,0.6472454847421163,0.8275182665107029,0.8684549253106084,0.8760722263417752,0.9133980957301144
12,0.44840137645684097,0.6950832892303219,0.8979494786888158,0.9228152610202504,0.9270759722352294,0.9305413675488977
13,0.06415875821590815,0.41153323721362256,0.6969663382757783,0.8710827911989771,0.8801129644903534,0.8818663710056299
14,0.2803147994542594,0.6129630884624121,0.6682453234883364,0.6850584634151766,0.7449403007496611,0.7513236375816397
15,0.4271955497680729,0.6329332724085095,0.7985840811956683,0.8923207657654215,0.9020204946095299,0.899170273405468
16,0.2586186084830949,0.48727488169265254,0.7842216983243321,0.8599104771409024,0.8527091858067339,0.8959471831684274
17,0.13449637070806253,0.562464670064552,0.7750670773630143,0.8571427965004391,0.8824120730652719,0.8902763553090678
18,0.2222083351285867,0.6848698350839657,0.8114830161565451,0.8053905157889453,0.8093710674506188,0.804759284369335
19,0.06837805734682033,0.4944019170983821,0.6672820881386092,0.7368855993111444,0.8431575969745382,0.8869529768709341
20,0.32401944975084535,0.45662010653161467,0.7708952772464461,0.8635145447694418,0.8670680033402557,0.8747485614056529
21,0.034596121437116135,0.2904647942912741,0.6188924025770618,0.8139743467477595,0.8612674136526705,0.8901254412280762
22,0.06089810751463302,0.7011664924378028,0.7717176945051033,0.8651703467823056,0.8874066997231728,0.9082721138959191
23,0.21851229629060018,0.5368182380335526,0.7460332698274786,0.8652300685859475,0.9043770628396784,0.9160076599682201
24,0.09094125055181702,0.37188918985482605,0.7079581497102708,0.7703727775709226,0.8326840727300768,0.8429174866337041
25,0.05643655054059798,0.24364240164559742,0.7756537325576031,0.8316061650712883,0.8754360910463683,0.9107265321873699
26,0.1709643344712366,0.45608868876430636,0.7949371118678376,0.8538647095223335,0.892671017347266,0.8981145352106039
27,0.6555468518230545,0.7069208666449978,0.8066578973596977,0.8490751619250286,0.858474137470993,0.8584211080014568
28,0.13027305253863541,0.6030512115737767,0.7295264220046928,0.8720052686784195,0.8832059448946271,0.9136601048697635
29,0.33932021972908183,0.8199633214954364,0.8751209977660693,0.9146855571362807,0.9124966377662005,0.9473376129588305
