Trial,DTL 0,DTL 1,DTL 2,DTL 3,DTL 4,DTL 5
0,0.7796744403598268,0.4198145098305616,0.7395729941464817,0.8675480091800162,0.8809786608972847,0.9037983217133074
1,0.5705058490221209,0.8012652332378762,0.9212112945551575,0.8950776106912607,0.8284158946188009,0.9147783271814658
2,0.727103821744381,0.7463197390716592,0.8428738196985669,0.926430235091061,0.9317774744897431,0.9060032903929558
3,0.6976570201181661,0.7180145481399751,0.8071658050562383,0.7813702021759081,0.9339000473034759,0.8290245616810837
4,0.3030559568562279,0.6791136957860961,0.8573942342413128,0.9182777620625845,0.9334779362478661,0.9234974228213991
5,0.7163644572495975,0.7721374440604616,0.8527662154810702,0.851747041595594,0.9400640502426991,0.9528383116699658
6,0.8323500757674751,0.9027835804097737,0.9088928296722574,0.8303745943717733,0.8925887899278796,0.8133597660995187
7,0.3284676043546239,0.6227175941186236,0.3883750437358552,0.7798195833883687,0.8006466687515374,0.8274506868152345
8,0.5532023700260384,0.6378969667675208,0.7761053249136921,0.7343620589218744,0.8984013080963855,0.9338935619684008
9,0.24094979470848146,0.7998563378265078,0.8069561408925313,0.9084410796853988,0.9027831064944659,0.9108571087865189
10,0.8024431830741312,0.6389534684190692,0.705422785582033,0.8208972475265645,0.9087412516313265,0.9090129627703284
11,0.14050336220302717,0.4145486408621088,0.7710214869841475,0.8989540265017815,0.8856182359780702,0.8342834118169797
12,0.3545340486892255,0.5368506080994105,0.5914024486291029,0.683260221776523,0.6221560174724239,0.8393887663310855
13,0.37944625619514144,0.6530050787284387,0.9031272339177345,0.8330468433176481,0.900233787023114,0.9311254084470698
14,0.6052141646170582,0.656895127685447,0.8202673459311943,0.8413267419920863,0.8421056065346784,0.7842864446883944
15,0.43407726854111467,0.716469189219203,0.9101431528920444,0.8349686617084303,0.9039711991769116,0.94319082479584
16,0.517606289892462,0.20532103158098763,0.8827532400501913,0.9055895257935759,0.9095354301922952,0.8932559816191544
17,0.7768056169810397,0.8553179098872116,0.8374836488671262,0.8998541262120018,0.8992071936845171,0.924386045461325
18,0.5192787646517298,0.6163155088062896,0.8329745226791372,0.8841989029428583,0.9407886017748599,0.9170477853418787
19,0.5932532235682975,0.7295772205712242,0.6151065299992733,0.6630779850376473,0.719623825904101,0.7957101561641305
20,0.6837391651167055,0.6559280006315166,0.8797150259826004,0.9284785204646473,0.9051939514086625,0.8788252558321661
21,0.7309689903567721,0.3111986799947612,0.8391169165789961,0.7098748341843776,0.8812172035470343,0.7954577032101993
22,0.7092879296230017,0.7496726320700229,0.6106950648269215,0.6522821593215379,0.868874825079216,0.9322545655381678
23,0.6101289396023696,0.7396696386882439,0.7549794085623118,0.8556447198288158,0.8673621119685274,0.8469592371166867
24,0.579430024627604,0.7092322907199471,0.6917838515201359,0.7965987028800792,0.8905312214317279,0.9216249607621257
25,0.5039595954888718,0.7607894067201721,0.9157661087514728,0.8431888574792837,0.9270566693142187,0.9718458266446363
26,0.5242948854366055,0.8252962851141318,0.6859167595670661,0.8463004508077602,0.8729840557314087,0.8935667386650757
27,0.5534311662937051,0.5434328102717658,0.7887093758025812,0.897214735535026,0.8674154501151135,0.851351603895435
28,0.37006889131522563,0.6959726114785179,0.8631838612965678,0.8933960958309957,0.9429861660132273,0.8983924194000467
29,0.4312180445855893,0.5502725588660969,0.8423533502919062,0.9259559085577012,0.8605112882500391,0.8780725442485949
