Experiments,Time,PC_OD true,PC_OD pred,PC_OD stdv,PJ_OD true,PJ_OD pred,PJ_OD stdv,BV_OD true,BV_OD pred,BV_OD stdv,BF_OD true,BF_OD pred,BF_OD stdv,BO_OD true,BO_OD pred,BO_OD stdv,BT_OD true,BT_OD pred,BT_OD stdv,BC_OD true,BC_OD pred,BC_OD stdv,BY_OD true,BY_OD pred,BY_OD stdv,BU_OD true,BU_OD pred,BU_OD stdv,DP_OD true,DP_OD pred,DP_OD stdv,BL_OD true,BL_OD pred,BL_OD stdv,BA_OD true,BA_OD pred,BA_OD stdv,BP_OD true,BP_OD pred,BP_OD stdv,CA_OD true,CA_OD pred,CA_OD stdv,EL_OD true,EL_OD pred,EL_OD stdv,FP_OD true,FP_OD pred,FP_OD stdv,CH_OD true,CH_OD pred,CH_OD stdv,AC_OD true,AC_OD pred,AC_OD stdv,BH_OD true,BH_OD pred,BH_OD stdv,CG_OD true,CG_OD pred,CG_OD stdv,ER_OD true,ER_OD pred,ER_OD stdv,RI_OD true,RI_OD pred,RI_OD stdv,CC_OD true,CC_OD pred,CC_OD stdv,DL_OD true,DL_OD pred,DL_OD stdv,DF_OD true,DF_OD pred,DF_OD stdv,Butyrate true,Butyrate pred,Butyrate stdv,Acetate true,Acetate pred,Acetate stdv,Lactate true,Lactate pred,Lactate stdv,Succinate true,Succinate pred,Succinate stdv
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,16,0.0,0.0,0.188381159073856,0.0,0.0,0.006793198705215553,0.0,0.0,0.027404732094759687,0.0,0.0,0.08289943282819934,0.0,0.0,0.07101468531810795,0.0,0.0,0.07671086629567458,0.34184113,0.515753931010785,0.111750967121651,0.0,0.0,0.05626383908251498,0.07299953,0.11711950337578614,0.053528545738299904,0.0,0.0,0.0045184528131917145,0.008330701,0.024724827444294162,0.016286507110700454,0.0,0.0,0.06315098497780225,0.0,0.0,0.04000311549061175,0.032475613,0.09471848017134477,0.06890154364432988,0.002117975,0.007484080733985932,0.0056727965158208105,0.000423595,0.0014313908824146182,0.0010807173201023978,0.0,0.0,0.049692291047855885,0.120865755,0.16235056224808808,0.13555131096169237,0.0,0.0,0.0007032072470281731,0.0,0.0,0.01581225353153659,0.49715927,0.420799262493464,0.1051625659671549,0.00084719,0.0027109680237511757,0.0015569140081564126,0.016379004,0.04705390853770197,0.015591140917322832,0.603764,0.5595451940465068,0.14705687524194389,0.0,0.0,0.09787796880516186,37.062206,26.451409361699916,7.818513414968038,31.813194,33.34468048843155,13.30911463258235,14.476906,23.775865284520705,10.255464397010314,6.7649255,11.290045923398338,5.394595996284352
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,32,0.0,0.0,0.08712597510932119,0.0,0.0,0.00650864137623719,0.0,0.0,0.015135092983558085,0.0,0.0,0.053813618051577805,0.0,0.0,0.06987417817526254,0.0,0.0,0.07578188495440275,0.22336137,0.44032367786619275,0.09556908548773135,0.0,0.0,0.039717567954534516,0.06769451,0.07799187896191384,0.03264602969084818,0.0,0.0,0.0022787094947427228,0.009300372,0.01118853165892475,0.007317182636521591,0.0,0.0,0.03458648221589078,0.0,0.0,0.038950704921852264,0.0882773,0.1066379506085875,0.04451022752270806,0.011129953,0.01635069566555858,0.008893473992226952,0.001372186,0.0015876856816185447,0.0020962009824876393,0.0,0.0,0.1158069836302511,0.58012974,0.4242986846184209,0.16795223823064198,0.0,0.0,0.0006529974428384593,0.0,0.0,0.0093189477848159,0.24684101,0.34450595308501697,0.07721342531380682,0.001372186,0.0016007475905699398,0.0010387655911536786,0.012197209,0.042590546817734776,0.010041745890376319,0.20704763,0.5173859227081401,0.11973587629858606,0.0,0.0,0.08113210737278909,44.18221,32.2842032665867,8.506503169488496,29.599396,32.15803063517842,12.866936097817643,6.4871187,18.32442475213975,11.491563590394435,8.742924,12.71878020912709,6.118821492266591
BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,48,0.0,0.0,0.07217992805084839,0.0,0.0,0.004396029927807854,0.0,0.0,0.008260821714079936,0.0,0.0,0.07077811354247387,0.0,0.0,0.0716696846229592,0.0,0.0,0.08228217204168109,0.18425229,0.4355286610716931,0.12229531202519794,0.0,0.0,0.0455045971135144,0.026445623,0.07071103098114895,0.04768110834746553,0.0,0.0,0.0012859622689885553,0.008020394,0.0056022490182988105,0.006818839715333258,0.0,0.0,0.028868401746313888,0.0,0.0,0.029845533406348768,0.08215485,0.08841768473480727,0.06686176381586328,0.021459972,0.02593469209617094,0.015709454244625665,0.001083837,0.0002194329147967404,0.00204682477904794,0.0,0.0,0.07251642373077738,0.55286527,0.42654947459099546,0.13902223296087612,0.0,0.0,0.0005292724303353549,0.0,0.0,0.017454337548589827,0.27865452,0.2566635023401389,0.0655841075531507,0.000433535,0.0008875225065257258,0.0007055997985949344,0.01755816,0.04305445126310836,0.010847675298301662,0.29707974,0.41987043536027,0.10775101436223533,0.0,0.0,0.09136590053397686,49.125763,39.76298037982474,9.277585261967602,25.674353,28.50485617363779,12.554589060696799,3.1814978,15.454265535883678,12.047162174105779,7.945105,13.422189406799134,6.431861971941828
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF,16,0.0,0.0,0.188381159073856,0.0,0.0,0.006793198705215553,0.0,0.0,0.027404732094759687,0.15866192,0.26523485211680864,0.09318586949877439,0.0,0.0,0.07101468531810795,0.0,0.0,0.07671086629567458,0.3385878,0.40677468580645026,0.10601403768126794,0.118791975,0.12770904150719886,0.06156409562852527,0.0,0.0,0.04819283528789242,0.0,0.0,0.0045184528131917145,0.0,-0.0,0.013524020902081157,0.09159863,0.16237355023991817,0.06891546362462808,0.0,0.0,0.04000311549061175,0.017174743,0.10861029075012851,0.06601905654910922,0.000408922,0.0019139764163699502,0.005497558488320842,0.000204461,0.0002846147306774238,0.0009657756203882428,0.035576254,0.13890026272810463,0.05425260777750296,0.12431243,0.16444082552469652,0.12887214075117281,0.000613384,0.0012990410046957723,0.0007640719030344023,0.0,-0.0,0.01581225353153659,0.34615287,0.229721848739187,0.09676574596047072,0.0,0.0,0.0013846652145845656,0.0069516813,0.01700832177734135,0.014146792291697796,0.551023,0.46796167166013447,0.1405721371682347,0.10304846,0.22610707321160817,0.10633651403435174,25.638025,22.027523843931704,7.685169644026246,59.685463,36.25585068179498,13.130033592404288,22.144176,20.490059290831937,9.989041978043929,13.593172,12.713865319462457,5.294841752482398
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF,32,0.0,0.0,0.08712597510932119,0.0,0.0,0.00650864137623719,0.0,0.0,0.015135092983558085,0.12662767,0.15411407056501147,0.05816801546892236,0.0,0.0,0.06987417817526254,0.0,0.0,0.07578188495440275,0.2772414,0.30575990049285906,0.08880087838933148,0.07491748,0.10004994519068244,0.04207551736422932,0.0,0.0,0.029609950427733622,0.0,0.0,0.0022787094947427228,0.0,0.0,0.006243123402671691,0.037848122,0.0704911672734081,0.03635900838945272,0.0,0.0,0.038950704921852264,0.035667572,0.07219126323830505,0.04235572615423333,0.000934522,0.002684243544205517,0.008523006159888213,0.000623014,0.0007015854961031631,0.0018299987621296643,0.05560403,0.18305948213152234,0.12363091320406472,0.45698106,0.23483814909782552,0.15925721810428506,0.000311507,0.0005669307739483882,0.0006900539622150571,0.0,0.0,0.0093189477848159,0.19765131,0.18675291187022935,0.06834164491095418,0.0,0.0,0.000940613366133547,0.005139869,0.015452156648279924,0.008694714188351327,0.23549944,0.3491545112450467,0.10808923169594387,0.15513058,0.1843286675346434,0.0863720372429988,27.373003,23.82260473830047,8.123959344041396,41.151947,37.27605511036745,12.570177896592895,21.36679,23.220647587306303,11.008249684821749,14.474128,13.79263310401143,5.961794173211956
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF,48,0.0,0.0,0.07217992805084839,0.0,0.0,0.004396029927807854,0.0,0.0,0.008260821714079936,0.15353155,0.16671853853586072,0.07658555272337253,0.0,0.0,0.0716696846229592,0.0,0.0,0.08228217204168109,0.21914725,0.27873759243758656,0.10806783782286189,0.083327346,0.093548331678738,0.04762671620541137,0.0,0.0,0.0421779325096594,0.0,0.0,0.0012859622689885553,0.0,0.0,0.005591363452915166,0.023401402,0.04018479500716077,0.03046298983325868,0.0,0.0,0.029845533406348768,0.04937237,0.05866267154995963,0.06147744264849209,0.001376553,0.0009753841616190195,0.014501175068497574,0.000642391,0.000522197465251964,0.0017122914507962383,0.056255136,0.12003385445275594,0.07846799397747439,0.40663376,0.27737666393767135,0.12974251118933555,0.00018354,0.00032861053397469087,0.0005529060951327269,0.0,0.0,0.017454337548589827,0.11471275,0.15486440448449912,0.05559153903777947,0.0,0.0,0.0006314897772813008,0.005414442,0.013054674311707926,0.00880022748757503,0.14582285,0.2475038031485468,0.09362855397419878,0.18042022,0.1868942623441967,0.09734032097353928,28.446833,23.058323280132754,8.47004702994991,36.787624,35.44525292523895,12.073618128675093,23.732174,25.91420124814431,11.14101978945041,20.582903,14.348466386961718,6.150740161652664
BF-BO-BC-BY-BU-DP-BA-BP-FP-CH-AC-BH-ER-RI-CC-DL-DF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.0,0.0,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.0,0.0,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.0,0.0,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.000388235,0.00038823500331489763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
BF-BO-BC-BY-BU-DP-BA-BP-FP-CH-AC-BH-ER-RI-CC-DL-DF,16,0.0,-0.0,0.188381159073856,0.0,0.0,0.006793198705215553,0.0,0.0,0.027404732094759687,0.18195781,0.1920359863584693,0.09074744683810376,0.14294814,0.17540303580103966,0.07935644057254265,0.0,0.0,0.07671086629567458,0.3052702,0.33398973054158176,0.10296260761506915,0.08495727,0.10764948816789044,0.06051894548569603,0.056420002,0.07589615207953937,0.05032701892956748,0.006414339,0.0048717019653965465,0.0047751440514123555,0.0,0.0,0.013524020902081157,0.099487714,0.12856457542785638,0.0668403626508729,0.07828112,0.10659623475250068,0.0465247518242653,0.0,0.0,0.059673380314205104,0.0,-0.0,0.005100782108895474,0.001178144,0.0,0.0009561059520821757,0.036522463,0.0693930890576473,0.05288988022512742,0.024217404,0.026008206168404158,0.12841624834011967,0.000392715,0.0005330305980214695,0.0007564543028468901,0.0,0.0,0.01581225353153659,0.24583939,0.14247395324558365,0.09496844557761097,0.001047239,0.0014970744447160567,0.0014910509482835427,0.0070688645,0.008970491627588784,0.013892424232051503,0.12252697,0.21614594650267804,0.131399447676813,0.11349454,0.12682632630094925,0.10454846297386666,18.43949,12.09769359650636,7.608524691583625,47.82123,40.2567017492438,13.05321963348797,33.29886,33.65813775398806,9.944207665081422,11.572927,10.756180547182339,5.240454362894752
