Experiments,Time,PC_OD true,PC_OD pred,PC_OD stdv,PJ_OD true,PJ_OD pred,PJ_OD stdv,BV_OD true,BV_OD pred,BV_OD stdv,BF_OD true,BF_OD pred,BF_OD stdv,BO_OD true,BO_OD pred,BO_OD stdv,BT_OD true,BT_OD pred,BT_OD stdv,BC_OD true,BC_OD pred,BC_OD stdv,BY_OD true,BY_OD pred,BY_OD stdv,BU_OD true,BU_OD pred,BU_OD stdv,DP_OD true,DP_OD pred,DP_OD stdv,BL_OD true,BL_OD pred,BL_OD stdv,BA_OD true,BA_OD pred,BA_OD stdv,BP_OD true,BP_OD pred,BP_OD stdv,CA_OD true,CA_OD pred,CA_OD stdv,EL_OD true,EL_OD pred,EL_OD stdv,FP_OD true,FP_OD pred,FP_OD stdv,CH_OD true,CH_OD pred,CH_OD stdv,AC_OD true,AC_OD pred,AC_OD stdv,BH_OD true,BH_OD pred,BH_OD stdv,CG_OD true,CG_OD pred,CG_OD stdv,ER_OD true,ER_OD pred,ER_OD stdv,RI_OD true,RI_OD pred,RI_OD stdv,CC_OD true,CC_OD pred,CC_OD stdv,DL_OD true,DL_OD pred,DL_OD stdv,DF_OD true,DF_OD pred,DF_OD stdv,Butyrate true,Butyrate pred,Butyrate stdv,Acetate true,Acetate pred,Acetate stdv,Lactate true,Lactate pred,Lactate stdv,Succinate true,Succinate pred,Succinate stdv
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,16,0.0,0.0,0.4214746251427641,0.0,0.0,0.0092145215234537,0.0,0.03282652567693667,0.02830244289214079,0.0,0.0,0.07714047534726731,0.0,0.0,0.16858885115497202,0.0,0.0,0.13038304415893975,0.55629665,0.4913982779520154,0.20018440372223978,0.0,0.26357979762617845,0.08573387976662517,0.087174505,0.05484206555783544,0.052115639604920716,0.007375374,0.010787746930475017,0.0029512410699223113,0.0,0.029373961224486322,0.01676834867575261,0.34204808,0.2237836596761671,0.05603894001950538,0.11449966,0.15455187147683347,0.0757080283749545,0.019103428,0.10499835419433623,0.12868586908600577,0.0,0.005081939948814729,0.002081303926796396,0.000725447,3.420814145813772e-05,0.0018466167619624052,0.0,0.012308397658638781,0.0787095531604427,0.0,0.0,0.16941225459211395,0.0,0.0009241729280042438,0.0009102470072507723,0.0342169,0.053583129000855934,0.0177702225938825,0.0,0.0,0.1328853051844101,0.002780879,0.0002069515882720807,0.00277915576813631,0.02115886,0.043119278491361435,0.019280196827867746,0.0,0.12480539995675599,0.18830399717482038,0.17386538,0.3346911576782645,0.1583877004465002,1.200972,7.441429799955756,6.217517310648077,56.57879,49.78625903240754,10.787184713568877,50.41197,48.96848090695585,8.031527258327174,8.682551,0.0,5.760407048685693
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,32,0.0,0.0,0.16344616949490387,0.0,0.0,0.007767946412657267,0.0,0.029995628547263564,0.028113764547605946,0.0,0.0,0.056604942292047156,0.0,0.0,0.10999489119072647,0.0,0.0,0.08668536991250031,0.611493,0.37372174714160167,0.1272727288609996,0.0,0.2741342564572662,0.08361435064041345,0.06853512,0.07529603239426308,0.050562129337275996,0.008151022,0.011028551018431365,0.0027004881331694763,0.0,0.024148125796092934,0.011540676437270303,0.14023085,0.11491818139690668,0.03732848545776646,0.28595114,0.13473044443113125,0.060808023380275245,0.019129949,0.10913553821200317,0.06675084069532744,0.0,0.028631552405848915,0.013280867068076185,0.00066539,0.0010647576043348872,0.001528341686787768,0.0,0.090939640416563,0.1879506691041577,0.0,0.00974421903805478,0.22474341845210688,0.0,0.0007561172428270715,0.0006205140555664498,0.049238823,0.05575198790345115,0.01661244526681127,0.0,0.0,0.09237800414105024,0.002994253,0.0002848133036958411,0.0014746735290298019,0.023954023,0.039278225687155555,0.01615158629121538,0.0,0.09898571647492993,0.16135928319833148,0.1779917,0.3303869009227114,0.14787496657191923,1.5989856,11.405376620612628,8.012267440831522,61.222717,53.281573801721606,9.924011092471005,53.180286,49.64308451995748,10.969644594424608,8.813686,0.0,6.770242351711886
BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,48,0.0,0.0,0.16299664199655695,0.0,0.0,0.006080061816736704,0.0,0.019458107851724193,0.016196317025284346,0.0,0.0,0.08663324403527639,0.0,0.0,0.13364823962808003,0.0,0.0,0.1339616573702891,0.89980763,0.47531502252748226,0.18153265320891876,0.0,0.35814859728647264,0.10491927904250353,0.054458603,0.06386598634032836,0.03501780914356223,0.0037872891,0.005697533534903543,0.00138845200112446,0.0,0.024341549834844045,0.01126494459909233,0.04466389,0.0950101780205248,0.04202268107853957,0.09768593,0.07114464368646267,0.032456986960767154,0.003526097,0.16114306862133,0.09058819142595054,0.0,0.023542935960035205,0.010848331740001216,0.000652981,0.000932288544046346,0.0008522229986409474,0.0,0.12493284126013293,0.12740554019947048,0.0,0.06795574593517983,0.19593174509507705,0.0,0.0010050618575056791,0.0009351256889816167,0.081492014,0.0763221930152298,0.022297055047834524,0.0,0.0,0.09665248355510592,0.000783577,0.0002931741487189471,0.001367604852781923,0.03643633,0.0393359276185945,0.015665666251085675,0.0,0.011135450988241757,0.1602281604447704,0.31277782,0.3807029924115568,0.1654352934397707,1.5535737,16.756989312022824,9.920089393351873,60.351814,52.09897647375783,10.370192715146231,55.173428,43.96809456521828,11.666443608623354,11.232149,0.0,7.692002189202469
BC-BU-DP-BL-BP-CA-EL-FP-BH-DL-DF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006000000284984708,0.0,0.0006,0.0006000000284984708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
BC-BU-DP-BL-BP-CA-EL-FP-BH-DL-DF,16,0.0,0.0,0.41204099209926426,0.0,0.0,0.009300882540012045,0.0,0.0019994330374550895,0.02808753699668931,0.0,0.0,0.07671525548258806,0.0,0.0022139949474963005,0.16790666535427334,0.0,0.049000584701135,0.12974938039064554,0.7439644,0.5466946809525837,0.19997503597245725,0.0,0.21821734285435213,0.08513884003274441,0.15587983,0.1853188994376751,0.05206046104218842,0.011977959,0.01333897382876692,0.0029708964941082827,0.010480714,0.03140951021204419,0.016426679479334627,0.0,0.0,0.05508903511993957,0.2091152,0.15611333300453722,0.07498859210951281,0.03027762,0.04248917040594691,0.12509667827815463,0.001330884,0.0035965179698990712,0.0020521301967441063,0.000332721,0.0,0.001818103820677569,0.0,0.026840250446421576,0.07714845308742646,0.0,0.0,0.16948948741837278,0.001497245,0.0004429472166916637,0.0009098612951414786,0.0,0.043278359497356256,0.01786867935472669,0.0,0.0,0.13288213100583235,0.0,0.0,0.0027704901345618482,0.0,0.030445954472009262,0.01935637349362307,0.30676883,0.3651607117234903,0.1900090462310473,0.15488167,0.008115674867596456,0.1604571821919123,0.30539048,6.737212265413689,6.108088028561895,61.390434,47.1834308676971,10.665805664394611,54.179058,44.720810225398964,7.939669592263954,11.985897,9.613939110008232,5.692137675634058
BC-BU-DP-BL-BP-CA-EL-FP-BH-DL-DF,32,0.0,0.0,0.15706860574903203,0.0,0.0,0.007768703085865303,0.0,0.0,0.027245451171546975,0.0,0.005504590388816566,0.05380064832217002,0.0,0.0,0.10482093013486216,0.0,0.04958253376997224,0.08413556309225179,0.77586466,0.3568155426105619,0.12466466335731763,0.0,0.1826862533476099,0.08055573764936685,0.12526764,0.15418511631307474,0.049081947773128576,0.008155989,0.011826947838954993,0.0025218296344943214,0.032623958,0.023795638171015376,0.011090784625561345,0.0,0.0,0.03395702706613224,0.27960405,0.11712735151081777,0.058808756071799806,0.035342623,0.05858939819510134,0.06403830673874467,0.004391687,0.012218238245060853,0.012878150948754108,0.000209128,0.0007385212734827354,0.0014862977456164134,0.0,0.08932715233410438,0.18236415073690893,0.0,0.08806855092519328,0.2191774074006858,0.00104564,0.0005894743462401125,0.0006029233265489181,0.0,0.034829277932924674,0.01576803931177484,0.0,0.044885244369501365,0.0906589458085083,0.0,0.0,0.0014272645319707844,0.0,0.03177841484654209,0.016061108528688806,0.33920553,0.27779190643504137,0.1574436074155976,0.22711293,0.006703391132872438,0.1474079265357222,0.7209999,6.653045695104254,7.8284035129087215,52.58408,51.24938724602407,9.333018353750049,55.5685,46.06936175606461,10.64505031245335,11.828752,7.752086125286155,6.517820005082058
BC-BU-DP-BL-BP-CA-EL-FP-BH-DL-DF,48,0.0,0.0,0.1505830711665297,0.0,0.0,0.005827810972815928,0.0,0.0,0.015026163325502773,0.0,0.0,0.07700895542419772,0.0,0.0,0.12120936042254371,0.0,0.06972300044750845,0.12222607070872371,0.9497578,0.38880710891540815,0.1690567193068233,0.0,0.20435194185947125,0.09647333703263516,0.10421494,0.09048639319312635,0.032115019637202646,0.007600765,0.00523256472824557,0.001221935436572577,0.014357001,0.021145289525292377,0.010400529259479763,0.0,0.0,0.03363350260263798,0.16366981,0.05595361457675807,0.02971306693791309,0.012836848,0.05607171217824436,0.08266498934361532,0.002533588,0.007210525272529633,0.010148249186591185,0.000168906,0.0006607060709406393,0.0008007550579927983,0.0,0.10710595427369363,0.11802293692110943,0.0,0.1311669229925272,0.18472424777916885,0.001182341,0.0008505226114702974,0.0008695328067150065,0.0,0.036350298603686104,0.020252905767570217,0.0,0.07068975255696053,0.09105387900129891,0.0,0.00015669385561786764,0.0012669243253402018,0.0,0.032922706894000786,0.015033550367278548,0.2928828,0.17204066352221048,0.14965749650512983,0.26011506,0.020429459191451116,0.15938261177353752,1.7690697,9.611950231254696,9.271306419934035,55.356106,48.48286171524023,9.315142661500886,59.45763,45.914528871665425,10.878377630576495,13.981101,4.704239934066834,7.120679617852375
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.00047142903,0.0004714290127557502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF,16,0.0,0.4004379943226013,0.38437551760353017,0.0,0.0,0.008632557282983289,0.0,0.016785609663735324,0.026823508066303736,0.15866192,0.22470947374411843,0.07062249102114038,0.0,0.0,0.15298946875616792,0.0,0.0,0.1182617459110169,0.3385878,0.2641584516324542,0.1871868129610661,0.118791975,0.11262579766532355,0.07710899494237111,0.0,0.042948415600989165,0.04798120402421091,0.0,0.0010438422499814068,0.002669455360919365,0.0,0.011315781852907714,0.015506824369645233,0.09159863,0.14399323097666006,0.05291451199239505,0.0,0.06861649536219261,0.0686778067345184,0.017174743,0.0005880872597927578,0.11710060609797068,0.000408922,0.0007345753707038716,0.001914704338963763,0.000204461,0.0017057261037975446,0.0017209961727958356,0.035576254,0.0976501730564987,0.07283346210078889,0.12431243,0.12447153625257279,0.1591425607754804,0.000613384,0.0009354724188609942,0.0008441668768300464,0.0,0.01301605229823144,0.016105526561321915,0.34615287,0.25131363073878354,0.1236621436684322,0.0,0.0006478538022648556,0.002597606564358118,0.006951682,0.01882767071686553,0.017703350485586133,0.551023,0.24488338449246783,0.17387503314350994,0.10304846,0.202979992497216,0.14543629309580375,25.638027,23.864929268476317,5.6215738048558705,59.685463,51.73141343480529,9.68499853984531,22.144176,25.110773035712555,7.38993291460929,13.593172,13.95716872705043,5.251085795194058
