Experiments,Time,PC_OD,PC_OD pred,PJ_OD,PJ_OD pred,BV_OD,BV_OD pred,BF_OD,BF_OD pred,BO_OD,BO_OD pred,BT_OD,BT_OD pred,BC_OD,BC_OD pred,BY_OD,BY_OD pred,BU_OD,BU_OD pred,DP_OD,DP_OD pred,BL_OD,BL_OD pred,BA_OD,BA_OD pred,BP_OD,BP_OD pred,CA_OD,CA_OD pred,EL_OD,EL_OD pred,FP_OD,FP_OD pred,CH_OD,CH_OD pred,AC_OD,AC_OD pred,BH_OD,BH_OD pred,CG_OD,CG_OD pred,ER_OD,ER_OD pred,RI_OD,RI_OD pred,CC_OD,CC_OD pred,DL_OD,DL_OD pred,DF_OD,DF_OD pred,Butyrate,Butyrate pred,Acetate,Acetate pred,Lactate,Lactate pred,Succinate,Succinate pred
PC-BT-BC-BY-DP-BL-BA-CA-FP-CH-BH-CG-ER-RI,0,0.000471429,0.00047142899824068215,0.0,0.0,0.0,4.473138005833821e-12,0.0,1.1438644790476987e-11,0.0,0.0,0.000471429,0.0004714289965510603,0.000471429,0.0004714289989047658,0.000471429,0.0004714290004227208,0.0,0.0,0.000471429,0.0004714290076888439,0.000471429,0.0004714289975300093,0.000471429,0.00047142900200791975,0.0,0.0,0.000471429,0.00047142899423412745,0.0,8.018054915761436e-12,0.000471429,0.0004714289938671892,0.000471429,0.0004714289994580329,0.0,0.0,0.000471429,0.00047142900051202574,0.000471429,0.0004714290023956968,0.000471429,0.0004714290060242328,0.000471429,0.00047142900059058654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0
PC-BT-BC-BY-DP-BL-BA-CA-FP-CH-BH-CG-ER-RI,16,0.091257463,0.25023718346812607,0.0,0.0,0.0,0.007551568629193265,0.0,0.004388589276717564,0.0,0.0,0.278388525,0.2285554182460165,0.443740893,0.3660949463088616,0.144520574,0.16418313211936209,0.0,0.020758935898774616,0.002722337,0.007867735370178085,0.034443478,0.024228083326699356,0.125819304,0.20721498057907742,0.0,0.03017570575278778,0.009232273,0.03310443601346108,0.0,0.002534749952964897,0.000710175,0.0014420742924911236,0.039769789,0.05717086828845383,0.0,0.0,0.000710175,0.00107141154434323,0.030655879,0.03858568364662482,0.115521769,0.33700084088932364,0.002012162,0.002883618904531372,0.0,0.0,0.0,0.07952012512952532,0.0,0.0,2.27596416,8.425826487323434,48.74062468,45.30912007526522,44.43387822,38.73063007310103,15.03969481,16.05120170036694
PC-BT-BC-BY-DP-BL-BA-CA-FP-CH-BH-CG-ER-RI,32,0.077784347,0.200425684448476,0.0,0.0008818445779902664,0.0,0.004890217421854885,0.0,0.0,0.0,0.0,0.278028437,0.23042412327607315,0.368535874,0.3446765426435216,0.120001873,0.14599088653663386,0.0,0.027035991739556686,0.004626578,0.0055816808664361645,0.01778341,0.015368022789134019,0.08877247,0.09920055201993484,0.0,0.046327599311953856,0.013156832,0.04149006321199636,0.0,0.006162222691607934,0.000144581,0.0018070850428660696,0.120869357,0.13459021354889109,0.0,0.108924489802041,0.001301225,0.0013337990123307602,0.026024503,0.03604250951498625,0.167713461,0.2508939595227371,0.001156645,0.0016149581482458892,0.0,0.000819786057555727,0.0,0.04767691763875802,0.0,0.0,5.6942096,9.175046323933106,46.20421816,48.63293779309687,46.09798759,41.47661112413421,18.09723267,19.51519765452084
PC-BT-BC-BY-DP-BL-BA-CA-FP-CH-BH-CG-ER-RI,48,0.049875669,0.17914570859531503,0.0,0.0005833523309236848,0.0,0.002249855406346108,0.0,0.0,0.0,0.0,0.38916908,0.30155991690835793,0.430249967,0.36849244242089263,0.144998174,0.1705077268944697,0.0,0.021160921771755974,0.002082975,0.003308956794329414,0.008447619,0.0089961758145198,0.016316634,0.06100044539240122,0.0,0.031094095847880275,0.002314416,0.039782835544487076,0.0,0.011794498638572914,0.000347162,0.0015690232525650348,0.182491716,0.15439984583281213,0.0,0.17522382536189743,0.00138865,0.0012979061824297635,0.045015395,0.05638641257908114,0.203321461,0.21534271559255935,0.001735812,0.0007963422757246452,0.0,0.0012832743104253313,0.0,0.0,0.0,0.0,5.66569872,11.08402487022425,43.50091324,45.075868500107724,49.40573455,39.85906828873661,22.13530229,23.2562728803833
PC-PJ-BC-BY-DP-BL-CA-FP-CH-BH-ER-RI,0,0.00055,0.0005499999905290656,0.00055,0.0005500000045441068,0.0,4.473138005833821e-12,0.0,1.1438644790476987e-11,0.0,0.0,0.0,0.0,0.00055,0.0005499999883507372,0.00055,0.000549999984478054,0.0,0.0,0.00055,0.0005500000018619444,0.00055,0.0005499999888215537,0.0,0.0,0.0,0.0,0.00055,0.0005500000002582108,0.0,8.018054915761436e-12,0.00055,0.0005500000138030125,0.00055,0.0005500000066810315,0.0,0.0,0.00055,0.0005500000033600006,0.0,0.0,0.00055,0.0005499999945200187,0.00055,0.0005499999843104814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0
PC-PJ-BC-BY-DP-BL-CA-FP-CH-BH-ER-RI,16,0.218483858,0.4146480412820619,0.028470984,0.019715632811114697,0.0,0.00904345860246115,0.021167558,0.017336296579703453,0.0,0.0,0.0,0.029746198219487346,0.666097247,0.5016438383649546,0.203877005,0.17566154693975147,0.0,0.029690545447201587,0.00953159,0.010995584166965569,0.014978214,0.03110134445907977,0.014359279,0.07675303935375088,0.0,0.013968500891204466,0.045553575,0.05091956414916805,0.0,0.0023047058893671257,0.000866508,0.0014357217113118528,0.026614181,0.1133731326913332,0.0,0.04851823507166478,0.000742721,0.0015019008031030207,0.0,0.013642427945397762,0.17503466,0.34712036499177584,0.002970885,0.003030336385227421,0.0,0.00564505966630402,0.021043771,0.07449384501108258,0.0,0.0,2.78475664,11.950360085770983,33.8350058,42.05887702532548,35.83376432,34.80770395715906,18.75250014,18.057054898888687
PC-PJ-BC-BY-DP-BL-CA-FP-CH-BH-ER-RI,32,0.29032972,0.29233021403669596,0.02128145,0.01991274494213581,0.0,0.0036335580977466427,0.0,0.0,0.0,0.005283311690910147,0.0,0.043782043771738575,0.582773492,0.4394694346247895,0.183640595,0.16035072449029655,0.0,0.027486948694696714,0.004369039,0.007352810570737505,0.015080233,0.02182652969461406,0.0,0.03999351576520854,0.0,0.02798639009525162,0.023677375,0.06198592282020659,0.0,0.006318072336130482,0.000281874,0.0015942311606838536,0.111058165,0.25224306330707663,0.0,0.1619385612205257,0.000563747,0.0017155165762272658,0.0,0.01252068568648123,0.207458907,0.24281197133729338,0.002395925,0.0016590346345337183,0.0,0.005902587694723772,0.0,0.05985062027662286,0.0,0.0,4.93777776,14.14911968635538,46.00174156,43.96026242893891,47.49220559,35.401819599656534,27.69643683,21.87475606196662
PC-PJ-BC-BY-DP-BL-CA-FP-CH-BH-ER-RI,48,0.134139319,0.25171727782685754,0.015604574,0.01649052677965847,0.0,0.0008049742275649391,0.0,0.0,0.0,0.019002155078711988,0.0,0.06229912952809518,0.649290322,0.45276494671227707,0.17675181,0.193229147637545,0.0,0.013481809200989497,0.003200938,0.004293125590219807,0.007802287,0.014906067177213399,0.0,0.025081944457317738,0.0,0.018644119164259072,0.008502492,0.059817101065396575,0.0,0.012287662680025725,0.000800235,0.0011578600869544486,0.262276879,0.245236486635741,0.0,0.1954991869292764,0.000800235,0.0015500217214855653,0.0,0.014577959152015308,0.216663509,0.19596810543313675,0.002200645,0.0008413620867889587,0.0,0.00559842888636302,0.0,0.01905634841498116,0.0,0.0,6.29530912,16.583222602137926,43.38830804,40.10995696405252,48.25970442,33.49711248692329,28.9004655,25.6524598854352
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,0,0.0004125,0.00041249999488053926,0.0004125,0.00041250000007759537,0.0,4.473138005833821e-12,0.0004125,0.0004124999981512617,0.0,0.0,0.0004125,0.00041250000551289146,0.0004125,0.0004124999988136406,0.0004125,0.00041249999789219865,0.0,0.0,0.0004125,0.00041250000430494426,0.0004125,0.0004125000028005042,0.0004125,0.0004124999997482312,0.0,0.0,0.0,0.0,0.0,8.018054915761436e-12,0.0004125,0.0004125000000920008,0.0,0.0,0.0004125,0.00041250000271699465,0.0004125,0.0004124999982326606,0.0,0.0,0.0,0.0,0.0004125,0.0004125000025358511,0.0004125,0.00041249999928936613,0.0004125,0.00041249999462871536,0.0004125,0.000412500002123211,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0
PC-PJ-BF-BT-BC-BY-DP-BL-BA-FP-AC-BH-RI-CC-DL-DF,16,0.02538762,0.1605889262987665,0.014711801,0.01263462640561616,0.0,0.0,0.161699613,0.2078280929855683,0.0,0.0,0.1784945,0.21998918419001123,0.34761511,0.30033392705830697,0.085666945,0.0835775653772064,0.0,0.0,0.009634276,0.004404405236240547,0.010285241,0.01489396256142976,0.243200384,0.16866354151813806,0.0,0.0,0.0,0.0,0.0,0.0001617041463647551,0.002343473,0.0013533107421443158,0.0,0.0060882892239022615,0.012107942,0.0689037937055027,0.000650965,0.0007367959020566454,0.0,0.0,0.0,0.014751923554415139,0.002473666,0.0018238123229259615,0.011847556,0.016412358838339438,0.367925207,0.2981360022701718,0.231222635,0.19012727073222224,14.65557864,12.826308511219898,41.53750092,44.64193236804214,35.6978967,38.545371508266825,9.82404307,11.186396805466543
